UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Population,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13
12405,CA,CAN,124,,,Newfoundland and Labrador,Canada,53.1355,-57.6604,"Newfoundland and Labrador, Canada",521365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55231,69851,69851,69851,69851,69851,69851,88397,88397,92235,101302,105652,110047,112377,115398,117801,122249,125482,125482,132465,136349,138422,141034,144847,150624,150624,157118,164784,166047,167302,170078,173427,177390,180306,181653,185215,188204,191130,191130,200591,202222,205902,209738,213678,219826
12406,CA,CAN,124,,,Northwest Territories,Canada,64.8255,-124.8457,"Northwest Territories,Canada",44904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37655,37655,37655,37655,37655,37655,37655,38574,38574,38782,39687,39687,39687,41518,42354,42857,43428,44046,44046,44046,45391,45971,46304,46593,46822,46822,46822,47417,49896,49896,53202,53202,53202,53202,53202,56104,56104,59758,59758,59758,59758,59758,63617,63617,67758
12407,CA,CAN,124,,,Nova Scotia,Canada,44.682,-63.7443,"Nova Scotia, Canada",977457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94373,100832,106623,111403,116885,120673,122229,124122,124122,135802,142858,150106,151586,152265,161663,169851,182867,194792,194792,197092,207563,216018,230801,247312,260788,260788,260788,276075,283591,293763,304187,312493,312493,312493,320910,325218,334775,347283,356978,356978,356978,366089,374903,387683,402733
12416,CA,CAN,124,,,Nunavut,Canada,70.2998,-83.1076,"Nunavut, Canada",38780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20569,20815,21012,21012,21012,21012,21012,21763,21763,22618,22865,22865,22865,23196,23569,23892,24065,24469,24469,24469,25188,25675,26164,26572,26855,26855,26855,27344,27564,27813,28062,28251,28251,28251,28584,28712,28837,28963,29096,29096,29096,29297,29402,29402,29402
12408,CA,CAN,124,,,Ontario,Canada,51.2538,-85.3232,"Ontario, Canada",14711827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102380,2192253,2276313,2276313,2424063,2424063,2545640,2621839,2621839,2834784,2940166,3044949,3139743,3214465,3310157,3422974,3528404,3644038,3751316,3837881,3904778,3995187,4131882,4266802,4400674,4527368,4626903,4696211,4791030,4907203,5027770,5139984,5247684,5324369,5378249,5467120,5599723,5740761,5885485,6023610,6144685,6238778,6350881,6491666,6629363
12409,CA,CAN,124,,,Prince Edward Island,Canada,46.5107,-63.4168,"Prince Edward Island, Canada",158158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21712,21712,25153,25153,25153,25153,25153,27448,27448,30937,30937,30937,30937,30937,35093,35093,39504,39504,39504,39504,39504,43018,43018,44646,44646,44646,44646,46278,46800,46800,46800,46800,46800,46800,48007,48007,48007,48007,48007,48007,48007,49811,49811,49811,49811
12410,CA,CAN,124,,,Quebec,Canada,52.9399,-73.5491,"Quebec, Canada",8537674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305840,1349326,1391649,1440680,1488347,1529541,1552215,1592197,1592197,1685046,1754749,1829011,1890476,1944877,2005106,2075808,2145925,2223775,2297411,2358757,2399934,2448409,2503910,2589682,2679907,2763535,2828484,2871140,2916897,2967209,3039512,3104026,3167659,3218214,3256401,3308542,3365575,3446157,3550899,3641908,3718074,3781451,3844493,3918884,4014843
12411,CA,CAN,124,,,Saskatchewan,Canada,52.9399,-106.4509,"Saskatchewan, Canada",1181666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178281,183563,191029,191029,204107,204107,210088,216718,216718,234509,256280,268895,279145,284643,291152,299821,308576,317830,328515,336138,341926,350977,364389,372334,382135,392294,399745,403384,408429,415763,421981,427739,435142,443669,450823,460747,470715,480910,491440,504482,518133,527257,530307,537044,545459
12412,CA,CAN,124,,,Yukon,Canada,64.2823,-135.0,"Yukon, Canada",41078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34828,35114,35470,35470,35470,35470,35470,37193,37193,38574,38574,38574,38574,41217,41217,41217,41217,41217,41217,41217,44646,44646,44646,46278,46278,46278,46278,46800,47763,47942,48131,48307,48307,48307,48655,48655,48941,49140,49439,49439,49439,49836,49836,50270,50270
152,CL,CHL,152,,,,Chile,-35.6751,-71.543,Chile,19116209,0,0,0,0,0,0,0,0,0,0,0,420,5191,8335,8646,8649,8649,8649,8649,8649,8649,8649,9051,10494,10699,10702,10702,10702,10702,10702,10702,14612,18526,21876,22077,22167,32385,50924,54036,62822,64920,65332,65332,65332,66752,67368,67403,67403,67408,67409,67409,77399,138684,291937,569886,605644,624430,633067,866361,1128242,1409162,1663341,1892844,1922384,1926850,2192757,2412826,2600937,2756231,2898411,2908050,2909214,3017363,3111640,3197929,3284013,3362233,3372211,3372566,3510102,3681435,3993311,4303806,4601616,4635385,4643345,4993911,5370377,5771578,6188479,6562762,6613183,6619763,7049853,7459583,7826366,8160386,8450927,8485055,8489075,8754911,8992337,9209896,9421538,9638353,9653957,9655347,9921546,10199340,10478971,10781691,10788704,10791920,10793035,11077152,11316110,11548626,11787427,12005627,12031513,12033953,12270002,12504003,12731993,12937204,13127367,13149508,13160206,13344039,13529594,13705285,13904285,14086901,14108997,14131492,14301023,14471173,14639114,14793675,14880788,14883034,14884455,15035406,15204009,15377750,15534259,15679365,15704425,15705775,15705775,15872110,16064227,16246599
156,CN,CHN,156,,,,China,35.8617,104.1954,China,1404676330,0,0,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,4500000,4500000,4500000,4500000,4500000,4500000,4500000,4500000,4500000,9000000,9000000,9000000,9000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,15000000,15000000,15000000,15000000,15000000,15000000,15000000,22767000,22767000,22767000,22767000,24000000,24000000,24000000,31200000,31200000,31200000,31200000,31200000,31200000,31200000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,40520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,52520000,64980000,64980000,64980000,64980000,64980000,64980000,74956000,74956000,80460000,82850000,85859700,91346000,97470000,102417000,106613000,110962000,114690000,119821000,126616000,133801000,136677000,139970000,142802000,145920000,149071000,155150000,161121000,164471000,167343000,171928000,175623000,179216000,183536000,187360000,189809000,192127000,195022000,198950000,204191000,211223000,216840000,220309000,224901000,229489000,235976000,243905000,253463000,265064000,270406000,275338000,279905000,284595000,289627000,297734000,308226000,317586000,324307000,332964000,342697000,354272000,366910000
344,HK,HKG,344,,,Hong Kong,China,22.3,114.2,"Hong Kong, China",7496988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490200,505000,520300,531200,544000,544000,577182,577182,577182,700167,743616,791277,834773,877873,918667,950996,980960,1017631,1057245,1091084,1123500,1149655,1149655,1196682,1222814,1253161,1275305,1302257,1326977,1351847,1377643,1413622,1454362,1491873,1529490,1562751,1593570,1623981,1623981,1662079,1741682,1776459,1805045,1830825,1856616
446,MO,MAC,446,,,Macau,China,22.1667,113.55,"Macau, China",649342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47483,51017,52772,52772,54704,54704,55951,56530,56530,60778,62893,65514,67431,67431,67431,71196,71196,77236,79921,81893,83257,85011,85011,88292,90063,91763,93688,95629,98156,100589,102579,102579,106335,107852,108312,109393,111092,112890,112890,114716,118838,120449,122455,124366,126323
170,CO,COL,170,,,,Colombia,4.5709,-74.2973,Colombia,50882884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9935,21307,33140,39827,45166,48150,50524,66157,81333,114042,130578,149133,169619,191480,206475,239851,270411,299400,316079,403095,480250,589208,693490,782301,843204,913961,976137,1024358,1076496,1131999,1182098,1215008,1238259,1299809,1385503,1476364,1596288,1726924,1818861,1965054,2121530,2243392,2300890,2336144,2381049,2408085,2479671,2479671,2691513,2812828,2946222,3041349,3041349,3173583,3350226,3455084,3455084,3590096,3707216,3769499,3867076,3979575,4131008,4224659,4318314,4400615,4451266,4451266,4625373,4714640,4824078,4986471,5112694,5220330,5220330,5220330,5220330,5220330,6096661,6096661,6096661,6096661,6478808,6673552,6673552
188,CR,CRI,188,,,,Costa Rica,9.7489,-83.7534,Costa Rica,5094114,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,55,55,55,55,55,55,2455,2455,2455,2455,2455,9751,9751,9751,9751,9751,9751,9751,24859,24859,24859,29389,29389,29389,29389,29389,29389,29389,48128,48128,48128,48128,48128,48128,48128,57701,57701,57701,57701,57701,57701,57701,57701,75113,75113,75113,75113,75113,75113,75113,96948,96948,96948,96948,96948,96948,96948,101183,101183,101183,101183,101183,101183,101183,149812,149812,149812,149812,193273,193273,193273,204586,204586,204586,204586,241724,241724,241724,248082,248082,248082,248082,248082,248082,248082,312425,312425,348037,348037,348037,348037,348037,384355,384355,384355,384355,384355,384355,384355,384355,504930,504930,504930,504930,504930,504930,586799,586799,586799,586799,586799,586799,586799,698327,698327,698327,698327,698327,698327,698327,818884,818884,818884,818884,818884,818884,818884,950252,950252,950252,950252,950252,950252,950252,950252,1093931,1093931,1093931
384,CI,CIV,384,,,,Cote d'Ivoire,7.54,-5.5471,Cote d'Ivoire,26378275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2058,2058,2924,4363,8802,8802,8802,8802,14937,15181,17448,19113,20766,22443,24171,24639,24728,26079,27886,29535,31104,33395,33395,34388,37367,40153,42725,45247,47968,49642,49642,49948,49948,53071,60823,66496,68843,68843,68843,83425,87267,91901,93540,94818,94818,94818,105110,109077,113224,117227,118875,119663,125958,132434,140270,149037,158981,163176,168419,183301,197492,215010,235747,252317,262639,262639,280799,280799,292537
191,HR,HRV,191,,,,Croatia,45.1,15.2,Croatia,4105268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7864,7864,7864,7864,12285,12285,13798,13798,20603,24985,30000,30000,30000,30000,34553,38000,41532,45906,45906,45906,54304,54304,54304,64951,64951,64951,69984,69984,69984,69984,80000,80000,80000,83928,83928,87929,95505,95505,95505,95505,95505,95505,102207,102207,112774,112774,112774,112774,120603,120603,120603,142222,142222,142222,142222,166146,166146,184076,194267,194267,194267,194267,213068,213068,213068,242000,242000,242000,242000,265223,265223,265223,265223,300956,300956,300956,300956,300956,300956,300956,365082,365082,365082,390657,390657,390657,390657,416745,416745,430396,430396,430396,476499,498417,517112,517112,524371,524371,526414,533409,543436,565785,583931,588183,595369,605423,617516,643834,671839,691265,693530,698032,708960,726315,746878,770221,785869,795597,798717,812984,825839,872726,901120,907575,908839,921527,944398,979181,1025701,1078760,1117709,1131607,1131607,1154319,1186581,1186581
196,CY,CYP,196,,,,Cyprus,35.1264,33.4299,Cyprus,1207361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901,3901,3901,3901,6035,6035,6035,6035,6035,10226,10226,10226,10226,10226,10226,10226,17379,17379,17739,17739,17739,17739,17739,25168,25168,25519,25519,25519,25519,25519,32837,32837,32837,32837,32837,32837,32837,32837,32837,44429,44429,44429,44429,44429,44429,44429,56791,56791,56791,64562,64562,64562,76176,76176,76176,76176,76176,76176,76176,76176,76176,99275,99275,99275,99275,99275,99275,99275,99275,99275,99275,99275,99275,99275,129438,129438,129438,129438,129438,129438,129438,129438,129438,129438,129438,129438,129438,129438,161526,161526,161526,161526,174626,174626,183225,183225,183225,183225,183225,183225,183225,202441,202441,202441,214675,219654,224352,224352,236265,236265,236265,236265,236265,236265,236265,236265,287816,287816,287816,287816,287816,332423,332423,332423,332423,332423,384639,400004,400004
203,CZ,CZE,203,,,,Czechia,49.8175,15.473,Czechia,10708982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,3540,6997,10460,11764,12026,13282,14197,17763,22267,28064,35988,45921,47911,49622,59353,72693,86136,101161,114833,118147,121203,134956,149624,165108,181691,196984,200637,204728,216049,230238,243477,256504,270207,275371,277171,285086,298848,313790,330701,344526,354254,357424,360738,376068,392943,411549,433890,455204,459729,462082,477719,495308,513132,533344,552309,555392,557421,573460,593182,612933,636293,657621,661097,663963,686618,716932,751740,789172,822983,835763,847939,882195,924448,972202,1024858,1071531,1089762,1102914,1139657,1188614,1236185,1286022,1333491,1350452,1359311,1395726,1435181,1477246,1521047,1562899,1575988,1585554,1624843,1671243,1720822,1777798,1797188,1811516,1822692,1832099,1877012,1922016,1990543,2058707,2089099,2108722,2170735,2231884,2297207,2369778,2439244,2464629,2482437,2541125,2598535,2659644,2730624,2791638,2814337,2832746,2888555,2947945,3018445,3097096,3166781,3189126,3209968,3280162,3352631,3434552,3521575,3601655,3632101,3669169,3747733,3833427,3920844,4013332
208,DK,DNK,208,,,,Denmark,56.2639,9.5018,Denmark,5792203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6647,8653,17785,29446,35789,38176,47246,53388,55844,69602,89759,107580,116192,118100,118916,119575,120036,132771,150717,165941,170555,173822,179859,184478,187914,191826,198209,206165,213438,216156,218143,222765,231172,250402,264752,278333,286799,291820,299583,311827,326508,332835,333882,333882,343326,351750,358932,367068,386751,394270,401110,418066,432626,443500,455269,470111,481171,492315,506918,523243,538893,554009,591000,599132,611550,632368,650370,664399,683632,705958,724595,740992,757084,775257,794627,807266,821300,831803,842455,855226,871563,891581,913535,933210,941023,950702,962635,976408,999839,1016093,1030171,1043310,1056942,1081237,1110382,1133677,1145037,1156996,1171346,1183032,1198606,1218828,1243784,1267076,1292019,1314027,1332794,1438148,1463627,1486351,1510679,1536539,1558081,1577772,1616555,1655909,1690421,1724822,1758373,1780892,1801377,1840573,1887269,1938829,1976312,1993629,2007041,2037465,2103220,2155587,2211612,2258439,2299357,2339577,2372171,2372171,2434266,2490079,2543360
234,FO,FRO,234,,,Faroe Islands,Denmark,61.8926,-6.9118,"Faroe Islands, Denmark",48865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10770,10770,10770,10770,10770,10770,10770,10770,10770,11494,11494,11494,11494,12629,13131,13731,14305,14305,14305,14305,14610,14610,14610,15531,15531,17280,17280,18294,19262,20238,20238,20238,20238,20238,20238,20238,20238,21128,21128,22715,23519,23519,25427,25623,26253
304,GL,GRL,304,,,Greenland,Denmark,71.7069,-42.6043,"Greenland, Denmark",56772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,13814,9808,9996,10142,10232,10567,10567,10567,10974,11508,11508,12434,12859,12859,12859,13108,13214,13847,14139,14139,14139,14139,14176,14177,14177,14177,14177,14278,14278,14771,14914,15308,15308
212,DM,DMA,212,,,,Dominica,15.415,-61.371,Dominica,71991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2465,2465,4811,5924,5924,5924,7202,8238,9464,10476,11368,11368,11368,12275,12275,13135,13565,13565,13565,13565,13565,13565,13565,13565,13565,13565,13565,15304,15304,15304,16058,16058,16058,16058,16058,16058,17674,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18423,18423,18423,18423,18423,18423,18423,18423,20721,20721,23055,23091,23055,23055,23055,23055,27821,27821,27821,27821,27821,27821,27821,27821,27821,32008,32008,32008,32008,32008,32008,32008
214,DO,DOM,214,,,,Dominican Republic,18.7357,-70.1627,Dominican Republic,10847904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,1379,5328,10200,13087,14264,14264,14264,26400,26400,26400,26400,26400,60000,105000,161827,227719,303490,375265,375265,400041,480237,547091,606006,606006,606006,660000,675000,675000,675000,675000,675000,675000,675000,675000,800000,800000,800000,800000,800000,800000,890194,910869,910869,1101528,1101528,1101528,1101528,1101528,1101528,1101528,1101528,1101528,1101528,1101528,1101528,1101528,1509898,1509898,1509898,1509898,1509898,1509898,1509898,1509898,1509898,1509898,1509898,1747878,1797346,1847261,1893836,1935500,1970018,1982185,1989384,2052662,2123703,2197153,2264381,2325108,2345528,2354281,2354281,2483629,2640409,2801356
218,EC,ECU,218,,,,Ecuador,-1.8312,-78.1834,Ecuador,17643060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,108,108,108,108,2982,2982,2982,2982,2982,2982,2982,6228,6228,6228,6228,6228,6228,6228,6228,6228,6228,6228,6228,6228,6228,8190,8190,8190,8190,8190,8190,8190,24492,24492,24492,24492,24492,42114,42114,42114,59316,71148,71148,71148,74472,75258,75258,95915,123176,139359,139359,141191,141191,141191,141191,141191,141191,178970,178970,182261,191179,191179,230770,235000,235000,244866,244866,244866,283106,283106,283106,301069,335093,356783,356783,363255,363255,363255,457460,457460,457460,480962,485132,514151,545132,554369,577711,601229,643702,675510,711204,732717,743937,765489,816175,861393,920865,987452,1036794,1067472,1067472,1141262,1182085,1215676,1245822,1245822,1245822,1245822,1289962,1289962,1339196
818,EG,EGY,818,,,,Egypt,26.8206,30.8025,Egypt,102334403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,164534,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,660000,1371976,1371976
222,SV,SLV,222,,,,El Salvador,13.7942,-88.8965,El Salvador,6486201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6000,6000,6000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,25000,25000,25000,36000,41512,41512,41512,49000,49000,49000,49000,49000,49000,49000,70000,70000,70000,99855,120476,133330,133330,133330,133330,133330,160000,160000,180000,180000,200000,264159,310793,361474,410810,476021,517469,517469,563022,622912,622912,656687,698569,698569,698569,745602,788173,833959,875069,915725,915725,915725,915725,991133,1029887,1068428,1114544,1114544,1114544,1114544,1114544,1167672,1260574
226,GQ,GNQ,226,,,,Equatorial Guinea,1.6508,10.2679,Equatorial Guinea,1402985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,6565,12155,12155,12155,12155,14080,14080,14080,14080,14080,14080,14080,14080,14080,14080,14080,14080,14080,14080,14080,32884,32884,32884,32884,45441,45441,55799,55799,55799,55799,55799,55799,75518,75518,75518,75518,75518,75518,75518,75518,75518,75518,75518,75518,75518,75518,75518,75518
233,EE,EST,233,,,,Estonia,58.5953,25.0136,Estonia,1326539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,516,884,1907,2487,2487,2517,2535,3188,5009,6632,7973,10197,10749,10972,11896,13481,14879,16677,17959,18179,18275,19315,20478,21985,24196,25704,25964,26126,27180,29594,31629,34019,37230,38055,38594,40217,43000,46194,49798,52868,53424,53424,55040,58188,61687,65729,68064,68355,68436,69261,71665,75995,82296,87072,87882,88715,91709,96415,96878,103416,110955,112413,112723,116189,121463,126769,134408,141508,145257,146255,149928,155039,161489,172603,180266,185773,191062,194686,199236,204668,212093,220717,222996,224340,226830,229759,235414,245455,252140,254529,255064,257354,260923,266899,278850,282785,291208,295356,298863,302482,308503,321414,332060,333688,334018,335937,338798,346022,358552,370083,372147,373555,376167,380395,385501,397097,406015,409087,411480,414716,421563,432783,447626,459477,462493,464935,470680,479377,492520,510125,523899,529409,532605,532605,543067,543067,566109
,,,,,,,Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,20262,20262,20262,27601,27601,27601,27601,27601,27601,27601,27601,27601,27601,27601,31846,32958,32958,33279,33532,33532,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897,34897
,,,,,,,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,1071485,1099614,1114500,1134885,1141092,1168268,1194578,1215934,1215934,1215934,1215934,1215934,1215934,1215934,1215934,1420251
,,,,,,,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27705,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,93000,93000
246,FI,FIN,246,,,,Finland,61.9241,25.7482,Finland,5540718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,1767,1767,1767,3604,5445,5445,8155,11135,11135,11135,14196,17617,23126,33033,43143,43143,43143,54568,55824,62061,78300,91260,91260,91260,110651,117007,126910,138323,151790,162277,162277,163760,163973,173372,193917,207303,217844,220116,220116,220636,227427,233775,247536,261342,273115,276469,277186,283926,298189,314100,333631,349139,363938,363938,363938,377441,396861,426806,442671,451999,466538,466538,487619,509187,532902,565456,565456,566387,575749,600476,625039,651289,674128,682945,683782,697411,723154,758780,788536,812039,819654,821334,830412,847501,871543,898208,921123,921123,932253,951354,981534,1020206,1054985,1061536,1063590,1063870,1065419,1083567,1120653,1160319,1186035,1219580,1229239,1293219,1293219,1340701,1384090,1384090,1440648,1444597,1471536,1570979,1570979,1633376,1633376,1683060,1683060,1703632,1757197,1757197,1831007,1861185,1863380,1866796,1894418,1990774,1990774,2108973,2154469,2154469,2155763,2155763,2253383,2278754
