0,NAME,state,POP_ESTIMATE_2019,FIPS
3128,Alleghany County, Virginia,15157,51005
3129,Galax city, Virginia,6517,51640
3130,Westmoreland County, Virginia,17751,51193
3131,Northumberland County, Virginia,12190,51133
3132,Pulaski County, Virginia,34182,51155
3133,Warren County, Virginia,39492,51187
3134,Danville city, Virginia,41070,51590
3135,Fredericksburg city, Virginia,28622,51630
3136,Amherst County, Virginia,31775,51009
3137,Bath County, Virginia,4307,51017
3138,Hopewell city, Virginia,22456,51670
3139,Newport News city, Virginia,179673,51700
3140,Frederick County, Virginia,86415,51069
3141,Lynchburg city, Virginia,80569,51680
3142,York County, Virginia,67982,51199
3143,Martinsville city, Virginia,12852,51690
3144,Nelson County, Virginia,14831,51125
3145,Pittsylvania County, Virginia,61256,51143
3146,Buena Vista city, Virginia,6484,51530
3147,Falls Church city, Virginia,14128,51610
3148,Petersburg city, Virginia,31362,51730
3149,Poquoson city, Virginia,12090,51735
3150,Fairfax city, Virginia,23531,51600
3151,Waynesboro city, Virginia,22140,51820
3152,Roanoke city, Virginia,99229,51770
3153,Suffolk city, Virginia,90093,51800
3154,Norfolk city, Virginia,244601,51710
3155,Amelia County, Virginia,12953,51007
3156,Chesterfield County, Virginia,343551,51041
3157,Fairfax County, Virginia,1145862,51059
3158,Okanogan County, Washington,41842,53047
3159,Kittitas County, Washington,45897,53037
3160,Cass County, Missouri,103597,29037
3161,Clinton County, Missouri,20500,29049
3162,Dallas County, Missouri,16617,29059
3163,Hickory County, Missouri,9404,29085
3164,Lincoln County, Missouri,56477,29113
3165,Monroe County, Missouri,8629,29137
3166,Newton County, Missouri,58180,29145
3167,Pike County, Missouri,18455,29163
3168,St. Charles County, Missouri,394290,29183
3169,Cape Girardeau County, Missouri,78491,29031
3170,Coffee County, Tennessee,55209,47031
3171,Fayette County, Tennessee,40164,47047
3172,Hancock County, Tennessee,6587,47067
3173,Hawkins County, Tennessee,56611,47073
3174,Johnson County, Tennessee,17753,47091
3175,Lincoln County, Tennessee,33924,47103
3176,Macon County, Tennessee,23842,47111
3177,Moore County, Tennessee,6378,47127
3178,Robertson County, Tennessee,70280,47147
3179,Franklin County, Tennessee,41725,47051
3180,Blount County, Tennessee,129927,47009
3181,Cheatham County, Tennessee,40181,47021
3182,Carter County, Tennessee,56433,47019
3183,Grainger County, Tennessee,23101,47057
3184,Giles County, Tennessee,29285,47055
3185,Lauderdale County, Tennessee,25989,47097
3186,Lawrence County, Tennessee,43390,47099
3187,Madison County, Tennessee,97625,47113
3188,Marion County, Tennessee,28538,47115
3189,Overton County, Tennessee,22068,47133
3190,Pickett County, Tennessee,5079,47137
3191,Wayne County, Tennessee,16693,47181
3192,Williamson County, Tennessee,225389,47187
3193,Bedford County, Tennessee,48292,47003
3194,Greene County, Tennessee,68834,47059
3195,Cumberland County, Tennessee,59216,47035
3196,Van Buren County, Tennessee,5760,47175
3197,Claiborne County, Tennessee,31732,47025
3198,Hickman County, Tennessee,24813,47081
3199,Humphreys County, Tennessee,18435,47085
3200,Putnam County, Tennessee,77447,47141
3201,Sevier County, Tennessee,97068,47155
3202,Stewart County, Tennessee,13427,47161
3203,Chester County, Tennessee,17190,47023
3204,Decatur County, Tennessee,11686,47039
3205,Jackson County, Tennessee,11682,47087
3206,McNairy County, Tennessee,25844,47109
3207,Roane County, Tennessee,53075,47145
3208,Bradley County, Tennessee,105749,47011
3209,Hamblen County, Tennessee,64132,47063
3210,Union County, Tennessee,19488,47173
3211,Hardin County, Tennessee,25715,47071
3212,Dickson County, Tennessee,52680,47043
3213,Morgan County, Tennessee,21545,47129
3214,Monroe County, Tennessee,46064,47123
3215,Henry County, Tennessee,32284,47079
3216,Crockett County, Tennessee,14399,47033
3217,Lake County, Tennessee,7401,47095
3218,Knox County, Tennessee,461104,47093
3219,Benton County, Washington,197518,53005
3220,Clark County, Washington,473252,53011
