0,NAME,state,POP_ESTIMATE_2019,FIPS
2438,Whitman County, Washington,49231,53075
2439,Yakima County, Washington,249697,53077
2440,Clallam County, Washington,75392,53009
2441,Cowlitz County, Washington,106778,53015
2442,Ferry County, Washington,7578,53019
2443,Lewis County, Washington,78145,53041
2444,Douglas County, Washington,42023,53017
2445,Island County, Washington,82866,53029
2446,Pierce County, Washington,877013,53053
2447,Franklin County, Washington,92009,53021
2448,Walla Walla County, Washington,60365,53071
2449,Whatcom County, Washington,220821,53073
2450,Grant County, West Virginia,11616,54023
2451,Hampshire County, West Virginia,23309,54027
2452,Brooke County, West Virginia,22459,54009
2453,Doddridge County, West Virginia,8560,54017
2454,Hardy County, West Virginia,13805,54031
2455,Marion County, West Virginia,56355,54049
2456,Mingo County, West Virginia,24290,54059
2457,Hancock County, West Virginia,29383,54029
2458,Marshall County, West Virginia,31308,54051
2459,Nicholas County, West Virginia,25078,54067
2460,Tucker County, West Virginia,6982,54093
2461,Tyler County, West Virginia,8811,54095
2462,Roane County, West Virginia,14020,54087
2463,Taylor County, West Virginia,16864,54091
2464,Wood County, West Virginia,84960,54107
2465,Gilmer County, West Virginia,8041,54021
2466,Mason County, West Virginia,26820,54053
2467,Monroe County, West Virginia,13401,54063
2468,Pleasants County, West Virginia,7482,54073
2469,Cabell County, West Virginia,94339,54011
2470,Jefferson County, West Virginia,56506,54037
2471,Logan County, West Virginia,33154,54045
2472,Pendleton County, West Virginia,7001,54071
2473,Harrison County, West Virginia,67908,54033
2474,Ohio County, West Virginia,42143,54069
2475,Calhoun County, West Virginia,7295,54013
2476,Morgan County, West Virginia,17709,54065
2477,Raleigh County, West Virginia,75252,54081
2478,Putnam County, West Virginia,56610,54079
2479,Barbour County, West Virginia,16633,54001
2480,McDowell County, West Virginia,18661,54047
2481,Wayne County, West Virginia,40303,54099
2482,Jackson County, West Virginia,28907,54035
2483,Mercer County, West Virginia,59919,54055
2484,Upshur County, West Virginia,24502,54097
2485,Webster County, West Virginia,8386,54101
2486,Berkeley County, West Virginia,115329,54003
2487,Fayette County, West Virginia,43576,54019
2488,Iron County, Wisconsin,5687,55051
2489,Clark County, Wisconsin,34579,55019
2490,St. Croix County, Wisconsin,88732,55109
2491,Oconto County, Wisconsin,37646,55083
2492,Lincoln County, Wisconsin,27744,55069
2493,Waupaca County, Wisconsin,51245,55135
2494,Barron County, Wisconsin,45229,55005
2495,Sawyer County, Wisconsin,16399,55113
2496,Green Lake County, Wisconsin,18755,55047
2497,Price County, Wisconsin,13416,55099
2498,Marquette County, Wisconsin,15304,55077
2499,Marinette County, Wisconsin,40391,55075
2500,Milwaukee County, Wisconsin,951226,55079
2501,Shelby County, Missouri,6013,29205
2502,Webster County, Missouri,38655,29225
2503,Atchison County, Missouri,5229,29005
2504,Bates County, Missouri,16296,29013
2505,Benton County, Missouri,19107,29015
2506,Carter County, Missouri,6147,29035
2507,Dade County, Missouri,7578,29057
2508,Racine County, Wisconsin,195602,55101
2509,Winnebago County, Wisconsin,170411,55139
2510,Forest County, Wisconsin,8995,55041
2511,Green County, Wisconsin,36896,55045
2512,Rusk County, Wisconsin,14132,55107
2513,Shawano County, Wisconsin,40904,55115
2514,Langlade County, Wisconsin,19146,55067
2515,Outagamie County, Wisconsin,185700,55087
2516,Vernon County, Wisconsin,30633,55123
2517,Columbia County, Wisconsin,57133,55021
2518,Kewaunee County, Wisconsin,20387,55061
2519,Brown County, Wisconsin,261368,55009
2520,Eau Claire County, Wisconsin,103514,55035
2521,Oneida County, Wisconsin,35381,55085
2522,Polk County, Wisconsin,43438,55095
2523,Washburn County, Wisconsin,15688,55129
2524,Waukesha County, Wisconsin,400475,55133
2525,Walworth County, Wisconsin,103074,55127
2526,Crawford County, Wisconsin,16235,55023
2527,Juneau County, Wisconsin,26478,55057
2528,Sauk County, Wisconsin,63922,55111
2529,Washington County, Wisconsin,134925,55131
2530,Chippewa County, Wisconsin,63892,55017
2531,Dane County, Wisconsin,536078,55025
2532,Douglas County, Wisconsin,43295,55031
2533,Jackson County, Wisconsin,20522,55053
2534,Iowa County, Wisconsin,23618,55049
2535,Ozaukee County, Wisconsin,88597,55089
2536,Portage County, Wisconsin,70632,55097
2537,Rock County, Wisconsin,162152,55105
2538,Taylor County, Wisconsin,20325,55119
2539,Adams County, Wisconsin,20094,55001
2540,Bayfield County, Wisconsin,14993,55007
2541,Monroe County, Wisconsin,45771,55081
2542,Wood County, Wisconsin,73112,55141
2543,Ashland County, Wisconsin,15617,55003
2544,Florence County, Wisconsin,4314,55037
2545,Jefferson County, Wisconsin,84701,55055
2546,Campbell County, Wyoming,47409,56005
2547,Lincoln County, Wyoming,19274,56023
2548,Natrona County, Wyoming,80333,56025
2549,Converse County, Wyoming,13921,56009
2550,Niobrara County, Wyoming,2422,56027
2551,Sweetwater County, Wyoming,43521,56037
2552,Warren County, Tennessee,40702,47177
2553,Washington County, Tennessee,127805,47179
2554,Weakley County, Tennessee,33510,47183
2555,Benton County, Tennessee,16140,47005
2556,Bledsoe County, Tennessee,14836,47007
2557,Campbell County, Tennessee,39797,47013
2558,Cannon County, Tennessee,14178,47015
2559,Houston County, Tennessee,8164,47083
2560,Maury County, Tennessee,91976,47119
2561,Polk County, Texas,48913,48373
2562,Refugio County, Texas,7145,48391
2563,Van Zandt County, Texas,55103,48467
2564,Caldwell County, Texas,42144,48055
2565,Wilbarger County, Texas,12833,48487
2566,Martin County, Texas,5649,48317
2567,Linn County, Missouri,12113,29115
2568,Howell County, Missouri,40104,29091
2569,Johnson County, Missouri,53682,29101
2570,Laclede County, Missouri,35531,29105
2571,Maries County, Missouri,8803,29125
2572,Phelps County, Missouri,44630,29161
2573,Platte County, Missouri,100682,29165
2574,St. Francois County, Missouri,66643,29187
2575,St. Louis city, Missouri,308174,29510
2576,Andrew County, Missouri,17503,29003
2577,Butler County, Missouri,42656,29023
2578,Carroll County, Missouri,8781,29033
2579,Daviess County, Missouri,8295,29061
2580,Holt County, Missouri,4432,29087
2581,Marion County, Missouri,28608,29127
2582,Osage County, Missouri,13615,29151
2583,Ripley County, Missouri,13567,29181
2584,Warren County, Missouri,34453,29219
2585,Washington County, Missouri,24860,29221
2586,Christian County, Missouri,85658,29043
2587,DeKalb County, Missouri,12526,29063
2588,Harrison County, Missouri,8491,29081
2589,Lafayette County, Missouri,32597,29107
2590,Adair County, Missouri,25369,29001
2591,Scotland County, Missouri,4902,29199
2592,Sullivan County, Missouri,6247,29211
2593,Clark County, Missouri,6779,29045
2594,Jasper County, Missouri,119920,29097
2595,Lewis County, Missouri,9955,29111
2596,McDonald County, Missouri,22782,29119
2597,Perry County, Missouri,19191,29157
2598,Polk County, Missouri,31748,29167
2599,Ray County, Missouri,22875,29177
2600,Hill County, Montana,16436,30041
2601,Chouteau County, Montana,5732,30015
2602,Lincoln County, Montana,19537,30053
2603,Park County, Montana,16352,30067
2604,Treasure County, Montana,668,30103
2605,Blaine County, Montana,6719,30005
2606,Sweet Grass County, Montana,3670,30097
2607,Teton County, Montana,6086,30099
2608,Prairie County, Montana,1252,30079
2609,Glacier County, Montana,13732,30035
2610,Fallon County, Montana,2921,30025
2611,Golden Valley County, Montana,728,30037
2612,Silver Bow County, Montana,34770,30093
2613,Stillwater County, Montana,9466,30095
2614,Jefferson County, Montana,11917,30043
2615,Granite County, Montana,3311,30039
2616,Wheatland County, Montana,2142,30107
2617,Madison County, Montana,8302,30057
2618,Sheridan County, Montana,3483,30091
2619,Carter County, Montana,1331,30011
2620,Big Horn County, Montana,13387,30003
2621,Lake County, Montana,30013,30047
2622,Lewis and Clark County, Montana,67805,30049
2623,Pondera County, Montana,5994,30073
2624,Yellowstone County, Montana,159008,30111
2625,Missoula County, Montana,117309,30063
2626,Yoakum County, Texas,8631,48501
2627,Hale County, Texas,33826,48189
2628,Shelby County, Texas,25349,48419
2629,Red River County, Texas,12171,48387
2630,Runnels County, Texas,10277,48399
2631,Sutton County, Texas,3824,48435
2632,Tom Green County, Texas,117986,48451
2633,Victoria County, Texas,92109,48469
2634,Wharton County, Texas,41577,48481
2635,Wichita County, Texas,131596,48485
2636,Borden County, Texas,613,48033
2637,Marion County, Texas,10017,48315
2638,Maverick County, Texas,58174,48323
2639,Grayson County, Texas,131014,48181
2640,Live Oak County, Texas,12139,48297
2641,Palo Pinto County, Texas,28540,48363
2642,Karnes County, Texas,15545,48255
2643,DeWitt County, Texas,20340,48123
2644,Callahan County, Texas,13856,48059
2645,Cass County, Texas,30059,48067
2646,Gregg County, Texas,123443,48183
2647,Madison County, Texas,14197,48313
2648,Lubbock County, Texas,304808,48303
2649,Kaufman County, Texas,123804,48257
2650,Kendall County, Texas,43769,48259
2651,Floyd County, Texas,5803,48153
2652,Bailey County, Texas,7100,48017
2653,Chambers County, Texas,41305,48071
2654,Bell County, Texas,348574,48027
2655,Cameron County, Texas,421666,48061
2656,Deaf Smith County, Texas,18736,48117
2657,El Paso County, Texas,836062,48141
2658,La Salle County, Texas,7416,48283
2659,Terrell County, Texas,896,48443
2660,Tyler County, Texas,21518,48457
2661,Wheeler County, Texas,5338,48483
2662,Archer County, Texas,8716,48009
2663,Brewster County, Texas,9231,48043
2664,Hidalgo County, Texas,855176,48215
2665,Smith County, Texas,227449,48423
2666,Crockett County, Texas,3484,48105
2667,Haskell County, Texas,5726,48207
2668,Howard County, Texas,36349,48227
2669,Mills County, Texas,4889,48333
2670,Montague County, Texas,19489,48337
2671,Panola County, Texas,23327,48365
2672,Sabine County, Texas,10471,48403
2673,Sherman County, Texas,3059,48421
2674,Swisher County, Texas,7432,48437
2675,Hunt County, Texas,94162,48231
2676,Camp County, Texas,12878,48063
2677,Hansford County, Texas,5520,48195
2678,Guadalupe County, Texas,158966,48187
2679,Clay County, Texas,10403,48077
2680,Hartley County, Texas,5669,48205
2681,Reagan County, Texas,3766,48383
2682,Hill County, Texas,35689,48217
2683,Limestone County, Texas,23417,48293
2684,Nacogdoches County, Texas,65339,48347
2685,Parmer County, Texas,9718,48369
2686,Parker County, Texas,133811,48367
2687,Ravalli County, Montana,42512,30081
2688,Valley County, Montana,7471,30105
2689,Cascade County, Montana,81625,30013
2690,Fergus County, Montana,11221,30027
2691,Garfield County, Montana,1036,30033
2692,Mineral County, Montana,4251,30061
2693,Petroleum County, Montana,453,30069
2694,Powell County, Montana,6854,30077
2695,Sanders County, Montana,11681,30089
2696,Wibaux County, Montana,1122,30109
2697,Gallatin County, Montana,108063,30031
2698,Meagher County, Montana,1888,30059
2699,Carbon County, Montana,10597,30009
2700,Beaverhead County, Montana,9415,30001
2701,Flathead County, Montana,99899,30029
2702,Musselshell County, Montana,4766,30065
2703,Harlan County, Nebraska,3415,31083
2704,York County, Nebraska,13745,31185
2705,Buffalo County, Nebraska,49209,31019
2706,Colfax County, Nebraska,10714,31037
2707,Hitchcock County, Nebraska,2815,31087
2708,Platte County, Nebraska,33174,31141
2709,Polk County, Nebraska,5225,31143
2710,Box Butte County, Nebraska,10970,31013
2711,Brown County, Nebraska,3015,31017
2712,Sheridan County, Nebraska,5231,31161
2713,Lancaster County, Nebraska,313158,31109
2714,Nuckolls County, Nebraska,4244,31129
2715,Banner County, Nebraska,722,31007
2716,Frontier County, Nebraska,2640,31063
2717,Douglas County, Nebraska,560617,31055
2718,Richardson County, Nebraska,7961,31147
2719,Holt County, Nebraska,10177,31089
2720,Furnas County, Nebraska,4747,31065
2721,Saline County, Nebraska,14270,31151
2722,Thurston County, Nebraska,7181,31173
2723,Washington County, Nebraska,20361,31177
2724,Cherry County, Nebraska,5779,31031
2725,Dodge County, Nebraska,36665,31053
2726,Garden County, Nebraska,1864,31069
2727,Morrill County, Nebraska,4781,31123
2728,Nemaha County, Nebraska,6973,31127
2729,Thomas County, Nebraska,645,31171
2730,Dakota County, Nebraska,20173,31043
2731,Antelope County, Nebraska,6341,31003
2732,Chase County, Nebraska,3783,31029
2733,Clay County, Nebraska,6203,31035
2734,Custer County, Nebraska,10826,31041
2735,Franklin County, Nebraska,2987,31061
2736,Hamilton County, Nebraska,9215,31081
2737,Jefferson County, Nebraska,7144,31095
2738,Keith County, Nebraska,8068,31101
2739,Loup County, Nebraska,605,31115
2740,Perkins County, Nebraska,2901,31135
2741,Saunders County, Nebraska,21165,31155
2742,Scotts Bluff County, Nebraska,36074,31157
2743,Keya Paha County, Nebraska,760,31103
2744,Kimball County, Nebraska,3633,31105
2745,Lincoln County, Nebraska,35263,31111
2746,Presidio County, Texas,6975,48377
2747,Val Verde County, Texas,48969,48465
2748,Culberson County, Texas,2214,48109
2749,Ector County, Texas,160579,48135
2750,Garza County, Texas,6070,48169
2751,Glasscock County, Texas,1510,48173
2752,Grimes County, Texas,27984,48185
2753,Collin County, Texas,973977,48085
2754,Angelina County, Texas,87322,48005
2755,Cottle County, Texas,1642,48101
2756,Hays County, Texas,213366,48209
2757,Brazoria County, Texas,360677,48039
2758,Donley County, Texas,3342,48129
2759,Atascosa County, Texas,49528,48013
2760,Nolan County, Texas,14904,48353
2761,Hudspeth County, Texas,4415,48229
2762,Ward County, Texas,11658,48475
2763,Harrison County, Texas,66580,48203
2764,Menard County, Texas,2119,48327
2765,Fayette County, Texas,25141,48149
2766,Williamson County, Texas,547604,48491
2767,Hutchinson County, Texas,21344,48233
2768,Morris County, Texas,12373,48343
2769,Orange County, Texas,84069,48361
2770,Winkler County, Texas,7867,48495
2771,Harris County, Texas,4646630,48201
2772,Burnet County, Texas,46530,48053
2773,Gillespie County, Texas,26459,48171
2774,Dallas County, Texas,2606868,48113
2775,McMullen County, Texas,774,48311
2776,Young County, Texas,18036,48503
2777,Johnson County, Texas,167212,48251
2778,Hopkins County, Texas,36486,48223
2779,Ochiltree County, Texas,10131,48357
2780,Knox County, Texas,3705,48275
2781,McLennan County, Texas,251089,48309
2782,Concho County, Texas,3266,48095
2783,Edwards County, Texas,1918,48137
2784,Eastland County, Texas,18273,48133
2785,Jeff Davis County, Texas,2241,48243
2786,Jim Hogg County, Texas,5231,48247
2787,Montgomery County, Texas,571949,48339
2788,Dimmit County, Texas,10438,48127
2789,Webb County, Texas,273526,48479
2790,Armstrong County, Texas,1973,48011
2791,Castro County, Texas,7673,48069
2792,Kleberg County, Texas,30974,48273
2793,Cooke County, Texas,40041,48097
2794,Crosby County, Texas,5836,48107
2795,Fisher County, Texas,3856,48151
2796,Duval County, Texas,11268,48131
2797,Blanco County, Texas,11478,48031
2798,Jasper County, Texas,35506,48241
2799,Jefferson County, Texas,254340,48245
2800,Kinney County, Texas,3659,48271
2801,Oldham County, Texas,2094,48359
2802,Lamb County, Texas,13123,48279
2803,Lipscomb County, Texas,3398,48295
2804,McCulloch County, Texas,8057,48307
2805,Mason County, Texas,4186,48319
2806,Dickens County, Texas,2203,48125
2807,Pierce County, Nebraska,7144,31139
2808,Sioux County, Nebraska,1219,31165
2809,Burt County, Nebraska,6510,31021
2810,Cass County, Nebraska,25888,31025
2811,Cuming County, Nebraska,8952,31039
2812,Dixon County, Nebraska,5719,31051
2813,Dundy County, Nebraska,1913,31057
2814,Grant County, Nebraska,722,31075
2815,Greeley County, Nebraska,2382,31077
2816,Hall County, Nebraska,61265,31079
2817,Hayes County, Nebraska,893,31085
2818,Otoe County, Nebraska,15949,31131
2819,Red Willow County, Nebraska,10768,31145
2820,Cedar County, Nebraska,8498,31027
2821,Dawes County, Nebraska,8810,31045
2822,Johnson County, Nebraska,5161,31097
2823,Cheyenne County, Nebraska,9604,31033
2824,Dawson County, Nebraska,23733,31047
2825,Garfield County, Nebraska,2001,31071
2826,McPherson County, Nebraska,395,31117
2827,Nance County, Nebraska,3544,31125
2828,Stanton County, Nebraska,5957,31167
2829,Valley County, Nebraska,4206,31175
2830,Churchill County, Nevada,24259,32001
2831,Douglas County, Nevada,48132,32005
2832,Pershing County, Nevada,6615,32027
2833,Eureka County, Nevada,1859,32011
2834,Humboldt County, Nevada,16828,32013
2835,White Pine County, Nevada,9679,32033
2836,Elko County, Nevada,52297,32007
2837,Nye County, Nevada,44380,32023
2838,Storey County, Nevada,3988,32029
2839,Clark County, Nevada,2182004,32003
2840,Lyon County, Nevada,54380,32019
2841,Cheshire County, New Hampshire,76042,33005
2842,Grafton County, New Hampshire,89777,33009
2843,Rockingham County, New Hampshire,306359,33015
2844,Sullivan County, New Hampshire,43104,33019
2845,Hillsborough County, New Hampshire,413035,33011
2846,Coos County, New Hampshire,31741,33007
2847,Carroll County, New Hampshire,48138,33003
2848,Mercer County, New Jersey,367922,34021
2849,Cumberland County, New Jersey,151906,34011
2850,Somerset County, New Jersey,329838,34035
2851,Ocean County, New Jersey,596415,34029
2852,Atlantic County, New Jersey,266105,34001
2853,Middlesex County, New Jersey,825920,34023
2854,Salem County, New Jersey,62990,34033
2855,Cape May County, New Jersey,93086,34009
2856,Camden County, New Jersey,506738,34007
2857,Union County, New Jersey,554033,34039
2858,Hudson County, New Jersey,670046,34017
2859,Hunterdon County, New Jersey,124823,34019
2860,Morris County, New Jersey,493379,34027
2861,Hidalgo County, New Mexico,4297,35023
2862,McKinley County, New Mexico,72438,35031
2863,Sandoval County, New Mexico,142704,35043
2864,Grant County, New Mexico,27669,35017
2865,Curry County, New Mexico,49732,35009
2866,Lee County, Texas,17058,48287
2867,Tarrant County, Texas,2049770,48439
2868,Anderson County, Texas,57810,48001
2869,Ellis County, Texas,173772,48139
2870,Jackson County, Texas,14816,48239
2871,Kerr County, Texas,51843,48265
2872,Milam County, Texas,24770,48331
2873,Comanche County, Texas,13529,48093
2874,Falls County, Texas,17272,48145
2875,Brooks County, Texas,7141,48047
2876,Austin County, Texas,29764,48015
2877,Kenedy County, Texas,568,48261
2878,Colorado County, Texas,21224,48089
2879,San Patricio County, Texas,67008,48409
2880,Randall County, Texas,134026,48381
2881,San Saba County, Texas,5991,48411
2882,Schleicher County, Texas,2983,48413
2883,Zavala County, Texas,12039,48507
2884,Calhoun County, Texas,21668,48057
2885,Foard County, Texas,1275,48155
2886,Goliad County, Texas,7565,48175
2887,Hamilton County, Texas,8332,48193
2888,Mitchell County, Texas,8523,48335
2889,Titus County, Texas,32640,48449
2890,Lavaca County, Texas,20021,48285
2891,Terry County, Texas,12528,48445
2892,Wise County, Texas,66290,48497
2893,Matagorda County, Texas,36774,48321
2894,Pecos County, Texas,15815,48371
2895,Rockwall County, Texas,97175,48397
2896,Taylor County, Texas,136870,48441
2897,Throckmorton County, Texas,1436,48447
2898,Walker County, Texas,72321,48471
2899,Wood County, Texas,44366,48499
2900,Aransas County, Texas,24462,48007
2901,Cochran County, Texas,2887,48079
2902,Coke County, Texas,3303,48081
2903,Coryell County, Texas,75280,48099
2904,Hemphill County, Texas,3994,48211
2905,Moore County, Texas,21399,48341
2906,Potter County, Texas,119674,48375
2907,San Augustine County, Texas,8286,48405
2908,Shackelford County, Texas,3296,48417
2909,Starr County, Texas,64078,48427
2910,Upton County, Texas,3659,48461
2911,Brown County, Texas,37855,48049
2912,Hall County, Texas,3048,48191
2913,Franklin County, Texas,10716,48159
2914,Frio County, Texas,19871,48163
2915,Lampasas County, Texas,20862,48281
2916,Orleans County, Vermont,26901,50019
2917,Grand Isle County, Vermont,7022,50013
2918,Chittenden County, Vermont,162646,50007
2919,Lamoille County, Vermont,25318,50015
2920,Franklin County, Vermont,49116,50011
2921,Caledonia County, Vermont,30234,50005
2922,Windham County, Vermont,42823,50025
2923,Bennington County, Vermont,35746,50003
2924,Addison County, Vermont,36882,50001
2925,Essex County, Vermont,6200,50009
2926,Eddy County, New Mexico,57732,35015
2927,Mora County, New Mexico,4536,35033
2928,San Juan County, New Mexico,126515,35045
2929,Benton County, Mississippi,8232,28009
2930,Franklin County, Mississippi,7733,28037
2931,Coahoma County, Mississippi,23255,28027
2932,Jasper County, Mississippi,16505,28061
2933,Jones County, Mississippi,68352,28067
2934,Walthall County, Mississippi,14477,28147
2935,Monroe County, Mississippi,35673,28095
2936,Pontotoc County, Mississippi,31618,28115
2937,Holmes County, Mississippi,17737,28051
2938,Amite County, Mississippi,12412,28005
2939,Madison County, Mississippi,104562,28089
2940,Calhoun County, Mississippi,14499,28013
2941,Marion County, Mississippi,24990,28091
2942,Tishomingo County, Mississippi,19441,28141
2943,Wayne County, Mississippi,20373,28153
2944,Greene County, Mississippi,13645,28041
2945,Marshall County, Mississippi,35599,28093
2946,Quitman County, Mississippi,7187,28119
2947,Pearl River County, Mississippi,55219,28109
2948,Leake County, Mississippi,22792,28079
2949,Neshoba County, Mississippi,29332,28099
2950,Rankin County, Mississippi,152677,28121
2951,Washington County, Mississippi,46057,28151
2952,Lawrence County, Mississippi,12633,28077
2953,Perry County, Mississippi,12006,28111
2954,Chickasaw County, Mississippi,17193,28017
2955,Carroll County, Mississippi,10070,28015
2956,George County, Mississippi,23917,28039
2957,Grenada County, Mississippi,21088,28043
2958,Jefferson County, Mississippi,7225,28063
2959,Newton County, Mississippi,21360,28101
2960,Prentiss County, Mississippi,25255,28117
2961,Sharkey County, Mississippi,4404,28125
2962,Choctaw County, Mississippi,8277,28019
2963,Hancock County, Mississippi,46961,28045
2964,Itawamba County, Mississippi,23462,28057
2965,Issaquena County, Mississippi,1361,28055
2966,Jackson County, Mississippi,142376,28059
2967,Leflore County, Mississippi,29222,28083
2968,Tunica County, Mississippi,9988,28143
2969,Claiborne County, Mississippi,9089,28021
2970,Harrison County, Mississippi,204502,28047
2971,Lauderdale County, Mississippi,76279,28075
2972,Lincoln County, Mississippi,34320,28085
2973,Simpson County, Mississippi,26888,28127
2974,Winston County, Mississippi,18229,28159
2975,Attala County, Mississippi,18437,28007
2976,Lamar County, Mississippi,61969,28073
2977,Lee County, Mississippi,85072,28081
2978,Tallahatchie County, Mississippi,14158,28135
2979,Smith County, Mississippi,16009,28129
2980,Warren County, Mississippi,46519,28149
2981,Clarke County, Mississippi,15770,28023
2982,Montgomery County, Mississippi,10068,28097
2983,Oktibbeha County, Mississippi,49512,28105
2984,Washington County, Vermont,58350,50023
2985,Millard County, Utah,12854,49027
2986,Tooele County, Utah,67397,49045
2987,Washington County, Utah,165811,49053
2988,Kane County, Utah,7484,49025
2989,Summit County, Utah,41103,49043
2990,Grand County, Utah,9640,49019
2991,Piute County, Utah,1866,49031
2992,Rich County, Utah,2389,49033
2993,Wasatch County, Utah,31708,49051
2994,Beaver County, Utah,6517,49001
2995,Box Elder County, Utah,53946,49003
2996,Iron County, Utah,51213,49021
2997,Sanpete County, Utah,29850,49039
2998,Sevier County, Utah,21280,49041
2999,Weber County, Utah,251498,49057
3000,San Juan County, Utah,15302,49037
3001,Salt Lake County, Utah,1133646,49035
3002,Daggett County, Utah,613,49009
3003,Wayne County, Utah,2689,49055
3004,Carbon County, Utah,20308,49007
3005,Morgan County, Utah,11664,49029
3006,Cache County, Utah,124165,49005
3007,Juab County, Utah,11301,49023
3008,James City County, Virginia,74916,51095
3009,Russell County, Virginia,27141,51167
3010,Smyth County, Virginia,30767,51173
3011,Charlottesville city, Virginia,47096,51540
3012,Campbell County, Virginia,55225,51031
3013,Henrico County, Virginia,327535,51087
3014,King George County, Virginia,26229,51099
3015,Lancaster County, Virginia,10724,51103
3016,Lee County, Virginia,23948,51105
3017,Mathews County, Virginia,8788,51115
3018,Middlesex County, Virginia,10675,51119
3019,Prince George County, Virginia,38114,51149
3020,Richmond County, Virginia,8884,51159
3021,Scott County, Virginia,21902,51169
3022,Spotsylvania County, Virginia,132833,51177
3023,Appomattox County, Virginia,15707,51011
3024,Franklin County, Virginia,56187,51067
3025,King and Queen County, Virginia,7042,51097
3026,Montgomery County, Virginia,98140,51121
3027,New Kent County, Virginia,21686,51127
3028,Cumberland County, Virginia,9824,51049
3029,Dickenson County, Virginia,14756,51051
3030,Halifax County, Virginia,34552,51083
3031,Loudoun County, Virginia,395134,51107
3032,Prince William County, Virginia,461423,51153
3033,Southampton County, Virginia,17880,51175
3034,Highland County, Virginia,2204,51091
3035,Caroline County, Virginia,30381,51033
3036,Gloucester County, Virginia,37222,51073
3037,Patrick County, Virginia,17748,51141
3038,Powhatan County, Virginia,28815,51145
3039,Shenandoah County, Virginia,43224,51171
3040,Fauquier County, Virginia,69728,51061
3041,Staunton city, Virginia,24432,51790
3042,Fluvanna County, Virginia,26594,51065
3043,Webster County, Mississippi,9768,28155
3044,Alcorn County, Mississippi,37090,28003
3045,Clay County, Mississippi,19640,28025
3046,Covington County, Mississippi,18978,28031
3047,Humphreys County, Mississippi,8389,28053
3048,Dauphin County, Pennsylvania,275632,42043
3049,Franklin County, Pennsylvania,154147,42055
3050,Union County, Pennsylvania,45111,42119
3051,Wayne County, Pennsylvania,51422,42127
3052,Bedford County, Pennsylvania,48337,42009
3053,Monroe County, Pennsylvania,168032,42089
3054,Huntingdon County, Pennsylvania,45369,42061
3055,Washington County, Pennsylvania,207212,42125
3056,Philadelphia County, Pennsylvania,1579075,42101
3057,York County, Pennsylvania,445565,42133
3058,Indiana County, Pennsylvania,85032,42063
3059,Cumberland County, Pennsylvania,249328,42041
3060,Allegheny County, Pennsylvania,1221744,42003
3061,Westmoreland County, Pennsylvania,352590,42129
3062,Forest County, Pennsylvania,7313,42053
3063,Blair County, Pennsylvania,123157,42013
3064,Lawrence County, Pennsylvania,86727,42073
3065,Bradford County, Pennsylvania,60963,42015
3066,Cambria County, Pennsylvania,133009,42021
3067,Chester County, Pennsylvania,519560,42029
3068,Berks County, Pennsylvania,418025,42011
3069,Mifflin County, Pennsylvania,46276,42087
3070,Mercer County, Missouri,3644,29129
3071,Wright County, Missouri,18203,29229
3072,Clay County, Missouri,242516,29047
3073,Dent County, Missouri,15545,29065
3074,Saline County, Missouri,22976,29195
3075,Worth County, Missouri,2027,29227
3076,Grundy County, Missouri,9992,29079
3077,Morgan County, Missouri,20271,29141
3078,Reynolds County, Missouri,6290,29179
3079,St. Louis County, Missouri,996919,29189
3080,Stone County, Missouri,31615,29209
3081,Barry County, Missouri,35530,29009
3082,Boone County, Missouri,177651,29019
3083,Cole County, Missouri,76723,29051
3084,Crawford County, Missouri,24154,29055
3085,Iron County, Missouri,10164,29093
3086,Livingston County, Missouri,15126,29117
3087,Moniteau County, Missouri,16046,29135
3088,Pemiscot County, Missouri,16663,29155
3089,Pettis County, Missouri,42355,29159
3090,Shannon County, Missouri,8217,29203
3091,Randolph County, Missouri,24878,29175
3092,Dunklin County, Missouri,30027,29069
3093,Franklin County, Missouri,103191,29071
3094,Howard County, Missouri,10058,29089
3095,Jackson County, Missouri,696216,29095
3096,Miller County, Missouri,25201,29131
3097,Putnam County, Missouri,4781,29171
3098,Taney County, Missouri,55114,29213
3099,Buchanan County, Missouri,88460,29021
3100,Caldwell County, Missouri,9039,29025
3101,Radford city, Virginia,17691,51750
3102,Winchester city, Virginia,27897,51840
3103,Accomack County, Virginia,32673,51001
3104,Craig County, Virginia,5110,51045
3105,Floyd County, Virginia,15704,51063
3106,Giles County, Virginia,16772,51071
3107,Grayson County, Virginia,15742,51077
3108,Nottoway County, Virginia,15433,51135
3109,Rappahannock County, Virginia,7378,51157
3110,Charles City County, Virginia,7014,51036
3111,Culpeper County, Virginia,51101,51047
3112,Dinwiddie County, Virginia,28485,51053
3113,Greene County, Virginia,19519,51079
3114,Hanover County, Virginia,105537,51085
3115,Lunenburg County, Virginia,12282,51111
3116,Orange County, Virginia,36010,51137
3117,Emporia city, Virginia,5442,51595
3118,Wythe County, Virginia,28844,51197
3119,Chesapeake city, Virginia,239982,51550
3120,Harrisonburg city, Virginia,53273,51660
3121,Albemarle County, Virginia,107405,51003
3122,Bedford County, Virginia,78376,51019
3123,Buckingham County, Virginia,17059,51029
3124,Wise County, Virginia,38486,51195
3125,Covington city, Virginia,5598,51580
3126,Portsmouth city, Virginia,95097,51740
3127,Virginia Beach city, Virginia,450201,51810
