,FIPS,POP_ESTIMATE_2018,FIPStxt,POVALL_2018,PCTPOVALL_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
0,1000,4887871.0,1000.0,801758.0,16.8,86490.0,3.9,49881.0,100.0
1,1001,55601.0,1001.0,7587.0,13.8,942.0,3.6,59338.0,119.0
2,1003,218022.0,1003.0,21069.0,9.8,3393.0,3.6,57588.0,115.5
3,1005,24881.0,1005.0,6788.0,30.9,433.0,5.2,34382.0,68.9
4,1007,22400.0,1007.0,4400.0,21.8,344.0,4.0,46064.0,92.3
5,1009,57840.0,1009.0,7527.0,13.2,878.0,3.5,50412.0,101.1
6,1011,10138.0,1011.0,3610.0,42.5,224.0,4.7,29267.0,58.7
7,1013,19680.0,1013.0,4731.0,24.5,427.0,4.8,37365.0,74.9
8,1015,114277.0,1015.0,21719.0,19.5,2139.0,4.7,45400.0,91.0
9,1017,33615.0,1017.0,6181.0,18.7,597.0,3.9,39917.0,80.0
10,1019,26032.0,1019.0,4180.0,16.3,415.0,3.6,42132.0,84.5
11,1021,44153.0,1021.0,7542.0,17.3,703.0,3.6,47547.0,95.3
12,1023,12841.0,1023.0,2806.0,22.1,260.0,5.5,39907.0,80.0
13,1025,23920.0,1025.0,5381.0,22.8,570.0,7.5,40741.0,81.7
14,1027,13275.0,1027.0,2285.0,17.6,233.0,3.9,39201.0,78.6
15,1029,14987.0,1029.0,2356.0,16.0,244.0,4.2,46495.0,93.2
16,1031,51909.0,1031.0,7053.0,13.8,822.0,3.9,55122.0,110.5
17,1033,54762.0,1033.0,7459.0,13.8,1074.0,4.6,49055.0,98.3
18,1035,12277.0,1035.0,2979.0,24.4,235.0,5.2,32613.0,65.4
19,1037,10715.0,1037.0,1973.0,18.9,183.0,4.2,42423.0,85.0
20,1039,36986.0,1039.0,7239.0,19.9,715.0,4.6,40203.0,80.6
21,1041,13824.0,1041.0,2661.0,19.5,257.0,4.1,39057.0,78.3
22,1043,83442.0,1043.0,11925.0,14.5,1241.0,3.3,45796.0,91.8
23,1045,48956.0,1045.0,7743.0,16.2,846.0,4.2,45309.0,90.8
24,1047,38310.0,1047.0,11841.0,31.4,973.0,6.5,34035.0,68.2
25,1049,71385.0,1049.0,14975.0,21.3,1150.0,3.8,39491.0,79.2
26,1051,81887.0,1051.0,8559.0,11.2,1283.0,3.4,60367.0,121.0
27,1053,36748.0,1053.0,8022.0,23.6,656.0,4.6,38418.0,77.0
28,1055,102501.0,1055.0,17509.0,17.5,1768.0,4.1,44903.0,90.0
29,1057,16433.0,1057.0,3801.0,23.5,267.0,4.1,39254.0,78.7
30,1059,31363.0,1059.0,5939.0,19.2,530.0,3.7,39388.0,79.0
31,1061,26314.0,1061.0,5537.0,21.3,426.0,3.9,37823.0,75.8
32,1063,8233.0,1063.0,2459.0,30.1,191.0,6.7,28524.0,57.2
33,1065,14726.0,1065.0,3705.0,25.6,305.0,5.1,34724.0,69.6
34,1067,17209.0,1067.0,3037.0,17.9,300.0,4.4,46027.0,92.3
35,1069,104722.0,1069.0,17032.0,16.5,1825.0,4.0,47993.0,96.2
36,1071,51736.0,1071.0,10046.0,19.7,955.0,4.1,41929.0,84.1
37,1073,659300.0,1073.0,103604.0,16.1,11655.0,3.7,55013.0,110.3
38,1075,13844.0,1075.0,2374.0,17.4,218.0,3.8,40936.0,82.1
39,1077,92387.0,1077.0,12645.0,14.0,1766.0,4.2,48707.0,97.6
40,1079,32957.0,1079.0,6297.0,19.3,583.0,4.2,43909.0,88.0
41,1081,163941.0,1081.0,30075.0,19.0,2703.0,3.6,48937.0,98.1
42,1083,96174.0,1083.0,10633.0,11.4,1503.0,3.5,64863.0,130.0
43,1085,9974.0,1085.0,2474.0,25.1,265.0,7.3,33973.0,68.1
44,1087,18439.0,1087.0,5031.0,30.2,427.0,5.5,32495.0,65.1
45,1089,366519.0,1089.0,42667.0,11.9,6220.0,3.5,63755.0,127.8
46,1091,19066.0,1091.0,4499.0,24.0,380.0,5.0,37733.0,75.6
47,1093,29763.0,1093.0,5844.0,20.2,513.0,4.1,37887.0,76.0
48,1095,96109.0,1095.0,17341.0,18.3,1441.0,3.4,46233.0,92.7
49,1097,413757.0,1097.0,84539.0,20.8,8798.0,4.7,43598.0,87.4
50,1099,21067.0,1099.0,4560.0,21.9,442.0,6.2,39556.0,79.3
51,1101,225763.0,1101.0,43567.0,20.1,4219.0,4.0,49640.0,99.5
52,1103,119089.0,1103.0,15419.0,13.2,1983.0,3.5,52797.0,105.8
53,1105,9140.0,1105.0,2943.0,35.3,222.0,6.5,26814.0,53.8
54,1107,19938.0,1107.0,4177.0,23.1,356.0,4.6,37586.0,75.4
55,1109,33338.0,1109.0,7315.0,23.6,686.0,4.5,37259.0,74.7
56,1111,22725.0,1111.0,4375.0,19.7,383.0,4.0,40546.0,81.3
57,1113,57781.0,1113.0,12384.0,21.7,955.0,4.0,39104.0,78.4
58,1115,88690.0,1115.0,10432.0,12.0,1387.0,3.5,57284.0,114.8
59,1117,215707.0,1117.0,16916.0,8.0,3219.0,2.9,75663.0,151.7
60,1119,12691.0,1119.0,4076.0,34.7,281.0,5.9,27859.0,55.9
61,1121,79828.0,1121.0,14825.0,19.3,1497.0,4.3,41630.0,83.5
62,1123,40497.0,1123.0,7839.0,19.7,744.0,4.2,42205.0,84.6
63,1125,208911.0,1125.0,33330.0,16.8,3714.0,3.7,52557.0,105.4
64,1127,63711.0,1127.0,11231.0,17.9,1068.0,4.2,45434.0,91.1
65,1129,16378.0,1129.0,2846.0,17.6,389.0,5.8,44424.0,89.1
66,1131,10627.0,1131.0,3504.0,33.4,262.0,9.6,25385.0,50.9
67,1133,23660.0,1133.0,4338.0,18.6,410.0,4.2,41156.0,82.5
68,2000,737438.0,2000.0,80224.0,11.1,23511.0,6.6,74912.0,100.0
69,2013,3515.0,2013.0,544.0,15.5,69.0,3.0,70081.0,93.6
70,2016,5723.0,2016.0,550.0,10.0,128.0,3.5,82633.0,110.3
71,2020,291538.0,2020.0,27075.0,9.5,8348.0,5.5,82113.0,109.6
72,2050,18216.0,2050.0,5869.0,32.7,945.0,12.8,44304.0,59.1
73,2060,877.0,2060.0,96.0,11.2,28.0,6.3,77257.0,103.1
74,2068,2059.0,2068.0,135.0,6.9,85.0,7.8,75477.0,100.8
75,2070,5000.0,2070.0,1091.0,22.0,166.0,8.2,54524.0,72.8
76,2090,98971.0,2090.0,8104.0,8.6,2675.0,5.8,74268.0,99.1
77,2100,2474.0,2100.0,259.0,10.5,104.0,9.5,58943.0,78.7
78,2105,2151.0,2105.0,370.0,17.2,146.0,12.6,51188.0,68.3
79,2110,32113.0,2110.0,2299.0,7.3,762.0,4.4,79173.0,105.7
80,2122,58533.0,2122.0,7103.0,12.4,2044.0,7.7,65439.0,87.4
81,2130,13918.0,2130.0,1244.0,9.1,422.0,6.0,68309.0,91.2
82,2150,13345.0,2150.0,1073.0,8.2,362.0,5.8,74109.0,98.9
83,2158,8303.0,2158.0,2905.0,35.1,539.0,19.9,32728.0,43.7
84,2164,1587.0,2164.0,288.0,18.2,86.0,11.6,49403.0,65.9
85,2170,107610.0,2170.0,10937.0,10.4,3640.0,7.6,74649.0,99.6
86,2180,10008.0,2180.0,2168.0,22.0,477.0,11.6,55318.0,73.8
87,2185,9872.0,2185.0,1094.0,11.1,240.0,7.0,89276.0,119.2
88,2188,7671.0,2188.0,1604.0,21.1,416.0,14.2,59337.0,79.2
89,2195,3221.0,2195.0,232.0,7.2,122.0,8.7,66075.0,88.2
90,2198,6422.0,2198.0,1057.0,16.5,315.0,10.9,49356.0,65.9
91,2220,8647.0,2220.0,656.0,7.7,183.0,4.2,71825.0,95.9
92,2230,1148.0,2230.0,49.0,4.3,82.0,9.8,74635.0,99.6
93,2240,6918.0,2240.0,918.0,13.4,282.0,9.6,63527.0,84.8
94,2261,9164.0,2261.0,880.0,9.7,361.0,7.4,68528.0,91.5
95,2275,2503.0,2275.0,287.0,11.6,74.0,7.0,57832.0,77.2
96,2282,604.0,2282.0,79.0,13.1,20.0,8.2,59523.0,79.5
97,2290,5327.0,2290.0,1259.0,23.7,389.0,15.3,38912.0,51.9
98,4000,7171646.0,4000.0,990291.0,14.1,166205.0,4.8,59079.0,100.0
99,4001,71818.0,4001.0,26435.0,37.3,2080.0,10.1,33652.0,57.0
100,4003,126770.0,4003.0,18273.0,15.1,2789.0,5.6,49164.0,83.2
101,4005,142854.0,4005.0,20964.0,15.9,4233.0,5.5,60187.0,101.9
102,4007,53889.0,4007.0,10804.0,20.4,1267.0,5.9,43585.0,73.8
103,4009,38072.0,4009.0,7118.0,20.2,764.0,5.1,50157.0,84.9
104,4011,9483.0,4011.0,985.0,10.5,182.0,4.3,65818.0,111.4
105,4012,21098.0,4012.0,4921.0,23.7,557.0,6.2,37350.0,63.2
106,4013,4410824.0,4013.0,535183.0,12.3,92307.0,4.1,65234.0,110.4
107,4015,209550.0,4015.0,34411.0,16.8,4934.0,5.8,45129.0,76.4
108,4017,110445.0,4017.0,30876.0,28.5,3151.0,7.8,40650.0,68.8
109,4019,1039073.0,4019.0,164927.0,16.2,21828.0,4.5,53395.0,90.4
110,4021,447138.0,4021.0,54399.0,12.9,8952.0,5.0,58848.0,99.6
111,4023,46511.0,4023.0,11287.0,24.4,1803.0,9.3,40545.0,68.6
112,4025,231993.0,4025.0,30060.0,13.2,4719.0,4.5,48758.0,82.5
113,4027,212128.0,4027.0,39648.0,19.5,16639.0,17.0,44116.0,74.7
114,5000,3013825.0,5000.0,492306.0,16.8,50037.0,3.7,47094.0,100.0
115,5001,17769.0,5001.0,3120.0,17.9,308.0,3.4,43887.0,93.2
116,5003,20046.0,5003.0,3876.0,19.6,420.0,5.5,41127.0,87.3
117,5005,41619.0,5005.0,6216.0,15.1,678.0,4.1,39686.0,84.3
118,5007,272608.0,5007.0,23290.0,8.6,3872.0,2.9,68978.0,146.5
119,5009,37480.0,5009.0,5472.0,14.8,561.0,3.5,44482.0,94.5
120,5011,10897.0,5011.0,2329.0,21.7,196.0,4.5,37729.0,80.1
121,5013,5277.0,5013.0,800.0,15.7,94.0,3.9,44969.0,95.5
122,5015,28223.0,5015.0,4499.0,16.1,406.0,3.2,45023.0,95.6
123,5017,10438.0,5017.0,3039.0,31.4,230.0,6.9,31787.0,67.5
124,5019,22061.0,5019.0,3838.0,19.9,366.0,3.8,45408.0,96.4
125,5021,14847.0,5021.0,3035.0,20.7,256.0,4.4,37687.0,80.0
126,5023,24965.0,5023.0,3573.0,14.6,416.0,4.5,44902.0,95.3
127,5025,8018.0,5025.0,1232.0,15.5,129.0,3.9,47600.0,101.1
128,5027,23537.0,5027.0,4799.0,22.4,429.0,4.8,40909.0,86.9
129,5029,20891.0,5029.0,3693.0,17.9,358.0,4.4,44565.0,94.6
130,5031,108558.0,5031.0,18768.0,17.9,1658.0,3.1,45615.0,96.9
131,5033,63406.0,5033.0,10027.0,16.0,962.0,3.6,47363.0,100.6
132,5035,48342.0,5035.0,9056.0,19.2,925.0,4.3,42606.0,90.5
133,5037,16676.0,5037.0,2940.0,18.0,310.0,4.2,41214.0,87.5
134,5039,7182.0,5039.0,1442.0,21.3,124.0,4.4,37259.0,79.1
135,5041,11512.0,5041.0,2780.0,24.3,247.0,4.5,36132.0,76.7
136,5043,18328.0,5043.0,3391.0,19.5,388.0,5.0,42494.0,90.2
137,5045,124806.0,5045.0,18571.0,15.4,2016.0,3.3,53882.0,114.4
138,5047,17810.0,5047.0,3202.0,18.3,266.0,3.6,43696.0,92.8
139,5049,12269.0,5049.0,2481.0,20.6,192.0,4.0,35630.0,75.7
140,5051,99154.0,5051.0,19844.0,20.4,1651.0,4.0,43610.0,92.6
141,5053,18188.0,5053.0,2353.0,13.1,259.0,3.1,52050.0,110.5
142,5055,45325.0,5055.0,7361.0,16.5,691.0,3.5,46512.0,98.8
143,5057,21741.0,5057.0,4424.0,20.6,353.0,3.6,38682.0,82.1
144,5059,33701.0,5059.0,5844.0,18.7,527.0,3.8,47205.0,100.2
145,5061,13341.0,5061.0,2271.0,17.3,205.0,3.5,40199.0,85.4
146,5063,37678.0,5063.0,5302.0,14.5,662.0,4.1,45596.0,96.8
147,5065,13593.0,5065.0,2358.0,18.7,270.0,5.5,37828.0,80.3
148,5067,16811.0,5067.0,3732.0,25.6,356.0,6.2,36573.0,77.7
149,5069,68114.0,5069.0,13900.0,22.2,1484.0,5.3,38596.0,82.0
150,5071,26742.0,5071.0,5761.0,22.2,473.0,4.5,39381.0,83.6
151,5073,6682.0,5073.0,1498.0,22.8,131.0,5.2,35527.0,75.4
152,5075,16434.0,5075.0,2776.0,17.7,269.0,3.9,40308.0,85.6
153,5077,8985.0,5077.0,3098.0,43.0,141.0,4.8,28080.0,59.6
154,5079,13383.0,5079.0,2647.0,27.5,174.0,4.3,44951.0,95.4
155,5081,12326.0,5081.0,1942.0,16.0,289.0,5.3,43559.0,92.5
156,5083,21737.0,5083.0,3950.0,18.6,353.0,4.0,41471.0,88.1
157,5085,73657.0,5085.0,8651.0,11.9,1087.0,3.2,56651.0,120.3
158,5087,16481.0,5087.0,3002.0,18.4,213.0,2.9,42674.0,90.6
159,5089,16722.0,5089.0,3082.0,18.7,269.0,4.1,36581.0,77.7
160,5091,43592.0,5091.0,9228.0,21.9,950.0,4.8,42162.0,89.5
161,5093,41239.0,5093.0,10325.0,25.7,995.0,5.7,36718.0,78.0
162,5095,6900.0,5095.0,1769.0,26.0,119.0,4.3,32922.0,69.9
163,5097,8924.0,5097.0,1649.0,18.8,146.0,4.8,38318.0,81.4
164,5099,8326.0,5099.0,1738.0,21.3,128.0,3.5,37626.0,79.9
165,5101,7805.0,5101.0,1340.0,17.4,112.0,3.4,36078.0,76.6
166,5103,23606.0,5103.0,5410.0,23.3,454.0,4.7,37624.0,79.9
167,5105,10352.0,5105.0,1502.0,14.7,177.0,4.2,45342.0,96.3
168,5107,18029.0,5107.0,6301.0,35.4,406.0,6.1,29945.0,63.6
169,5109,10673.0,5109.0,1856.0,17.8,177.0,4.2,41534.0,88.2
170,5111,23974.0,5111.0,5592.0,23.7,395.0,3.8,37370.0,79.4
171,5113,20049.0,5113.0,3962.0,20.0,333.0,4.2,39048.0,82.9
172,5115,64000.0,5115.0,9647.0,16.0,1296.0,4.5,45788.0,97.2
173,5117,8074.0,5117.0,1254.0,15.8,139.0,3.9,43245.0,91.8
174,5119,392680.0,5119.0,64312.0,16.7,6598.0,3.5,49957.0,106.1
175,5121,17948.0,5121.0,3050.0,17.4,285.0,4.0,37799.0,80.3
176,5123,25439.0,5123.0,7586.0,35.6,429.0,5.2,33257.0,70.6
177,5125,121421.0,5125.0,11695.0,9.7,1793.0,3.1,63677.0,135.2
178,5127,10319.0,5127.0,2054.0,20.2,161.0,3.7,35826.0,76.1
179,5129,7958.0,5129.0,1912.0,24.3,128.0,4.3,31659.0,67.2
180,5131,127753.0,5131.0,19527.0,15.6,2043.0,3.6,46843.0,99.5
181,5133,17139.0,5133.0,3402.0,20.1,259.0,4.7,44100.0,93.6
182,5135,17366.0,5135.0,3541.0,20.7,276.0,4.8,36032.0,76.5
183,5137,12457.0,5137.0,2497.0,20.3,218.0,4.5,34009.0,72.2
184,5139,39126.0,5139.0,7000.0,18.2,886.0,5.6,45335.0,96.3
185,5141,16603.0,5141.0,2685.0,16.4,311.0,5.3,40486.0,86.0
186,5143,236961.0,5143.0,34741.0,15.2,3191.0,2.6,50893.0,108.1
187,5145,78727.0,5145.0,12505.0,16.6,1478.0,4.4,44811.0,95.2
188,5147,6490.0,5147.0,1509.0,23.7,134.0,4.7,34306.0,72.8
189,5149,21535.0,5149.0,3453.0,16.3,357.0,4.2,41729.0,88.6
190,6000,39557045.0,6000.0,4972955.0,12.8,815410.0,4.2,75250.0,100.0
191,6001,1666753.0,6001.0,147394.0,9.0,25446.0,3.0,101744.0,135.2
192,6003,1101.0,6003.0,190.0,17.3,25.0,4.6,55384.0,73.6
193,6005,39383.0,6005.0,4130.0,11.8,589.0,4.0,58515.0,77.8
194,6007,231256.0,6007.0,42016.0,18.5,5093.0,5.0,50945.0,67.7
195,6009,45602.0,6009.0,5454.0,12.1,845.0,4.0,62984.0,83.7
196,6011,21627.0,6011.0,2350.0,11.0,1418.0,12.9,57249.0,76.1
197,6013,1150215.0,6013.0,88980.0,7.8,17792.0,3.2,101463.0,134.8
198,6015,27828.0,6015.0,5065.0,20.4,549.0,5.5,48518.0,64.5
199,6017,190678.0,6017.0,15401.0,8.1,3270.0,3.6,81869.0,108.8
200,6019,994400.0,6019.0,208627.0,21.3,33427.0,7.5,52318.0,69.5
201,6021,28047.0,6021.0,4271.0,15.4,835.0,6.5,47365.0,62.9
202,6023,136373.0,6023.0,27002.0,20.3,2245.0,3.6,49471.0,65.7
203,6025,181827.0,6025.0,37014.0,21.4,12855.0,18.1,46633.0,62.0
204,6027,17987.0,6027.0,2172.0,12.3,337.0,3.9,53793.0,71.5
205,6029,896764.0,6029.0,177021.0,20.5,30865.0,8.0,51586.0,68.6
206,6031,151366.0,6031.0,25481.0,18.8,4481.0,7.7,58255.0,77.4
207,6033,64382.0,6033.0,11689.0,18.4,1522.0,5.2,45086.0,59.9
208,6035,30802.0,6035.0,3653.0,15.8,474.0,4.8,57705.0,76.7
209,6037,10105518.0,6037.0,1409155.0,14.2,239829.0,4.7,67986.0,90.3
210,6039,157672.0,6039.0,30201.0,20.2,4316.0,7.0,53632.0,71.3
211,6041,259666.0,6041.0,16742.0,6.6,3363.0,2.4,122933.0,163.4
212,6043,17471.0,6043.0,2569.0,14.9,406.0,5.3,51402.0,68.3
213,6045,87606.0,6045.0,15140.0,17.5,1564.0,3.9,51386.0,68.3
214,6047,274765.0,6047.0,56863.0,21.2,9574.0,8.3,56169.0,74.6
215,6049,8777.0,6049.0,1631.0,19.1,240.0,7.5,45227.0,60.1
216,6051,14250.0,6051.0,1312.0,9.3,328.0,3.8,66499.0,88.4
217,6053,435594.0,6053.0,55614.0,13.3,14047.0,6.3,69665.0,92.6
218,6055,139417.0,6055.0,11829.0,8.8,2181.0,2.9,85624.0,113.8
219,6057,99696.0,6057.0,10171.0,10.3,1694.0,3.5,66681.0,88.6
220,6059,3185968.0,6059.0,330559.0,10.5,47541.0,2.9,89373.0,118.8
221,6061,393149.0,6061.0,27596.0,7.1,5837.0,3.2,89175.0,118.5
222,6063,18804.0,6063.0,2317.0,12.5,588.0,7.5,55079.0,73.2
223,6065,2450758.0,6065.0,307511.0,12.7,47808.0,4.4,66793.0,88.8
224,6067,1540975.0,6067.0,217138.0,14.3,26948.0,3.8,69475.0,92.3
225,6069,61537.0,6069.0,5294.0,8.6,1561.0,5.1,80063.0,106.4
226,6071,2171603.0,6071.0,317514.0,14.9,38779.0,4.0,63310.0,84.1
227,6073,3343364.0,6073.0,372148.0,11.5,52663.0,3.3,78777.0,104.7
228,6075,883305.0,6075.0,87596.0,10.1,13545.0,2.4,110601.0,147.0
229,6077,752660.0,6077.0,105351.0,14.3,19571.0,6.0,63567.0,84.5
230,6079,284010.0,6079.0,34200.0,12.7,4151.0,2.9,70626.0,93.9
231,6081,769545.0,6081.0,51830.0,6.8,10007.0,2.2,122930.0,163.4
232,6083,446527.0,6083.0,54029.0,12.6,8437.0,3.9,75646.0,100.5
233,6085,1937570.0,6085.0,139074.0,7.3,27282.0,2.6,125933.0,167.4
234,6087,274255.0,6087.0,32027.0,12.2,6984.0,4.9,84213.0,111.9
235,6089,180040.0,6089.0,26919.0,15.2,3669.0,4.9,53908.0,71.6
236,6091,2987.0,6091.0,392.0,13.3,77.0,6.0,52308.0,69.5
237,6093,43724.0,6093.0,7396.0,17.1,1166.0,6.7,47560.0,63.2
238,6095,446610.0,6095.0,34281.0,7.9,8168.0,3.9,82808.0,110.0
239,6097,499942.0,6097.0,48846.0,9.9,7187.0,2.7,81002.0,107.6
240,6099,549815.0,6099.0,84744.0,15.6,15598.0,6.4,59616.0,79.2
241,6101,96807.0,6101.0,13011.0,13.5,3392.0,7.5,57879.0,76.9
242,6103,63916.0,6103.0,10749.0,17.0,1450.0,5.7,47572.0,63.2
243,6105,12535.0,6105.0,2656.0,21.6,268.0,5.7,40680.0,54.1
244,6107,465861.0,6107.0,102451.0,22.2,19649.0,9.6,48763.0,64.8
245,6109,54539.0,6109.0,6417.0,12.5,982.0,4.6,56500.0,75.1
246,6111,850967.0,6111.0,76206.0,9.1,16066.0,3.8,84170.0,111.9
247,6113,220408.0,6113.0,42311.0,20.1,4562.0,4.2,67804.0,90.1
248,6115,78041.0,6115.0,13256.0,17.2,1863.0,6.4,47504.0,63.1
249,8000,5695564.0,8000.0,540579.0,9.7,101606.0,3.3,71949.0,100.0
250,8001,511868.0,8001.0,46711.0,9.2,9369.0,3.5,70199.0,97.6
251,8003,16683.0,8003.0,2954.0,19.1,352.0,4.2,42897.0,59.6
252,8005,651215.0,8005.0,52474.0,8.1,11689.0,3.2,76665.0,106.6
253,8007,13765.0,8007.0,1525.0,11.2,236.0,3.4,53337.0,74.1
254,8009,3585.0,8009.0,678.0,19.4,41.0,1.8,38294.0,53.2
255,8011,5882.0,8011.0,1353.0,33.9,64.0,3.2,37659.0,52.3
256,8013,326078.0,8013.0,30699.0,9.7,5519.0,2.8,83591.0,116.2
257,8014,69267.0,8014.0,3364.0,4.9,1165.0,2.9,96924.0,134.7
258,8015,20027.0,8015.0,2023.0,10.9,261.0,2.7,56168.0,78.1
259,8017,1876.0,8017.0,230.0,12.6,21.0,1.8,54504.0,75.8
260,8019,9605.0,8019.0,686.0,7.2,184.0,3.0,74019.0,102.9
261,8021,8200.0,8021.0,1747.0,21.4,179.0,4.4,38777.0,53.9
262,8023,3828.0,8023.0,964.0,25.2,82.0,4.3,31557.0,43.9
263,8025,5858.0,8025.0,1341.0,44.3,67.0,4.4,35880.0,49.9
264,8027,4954.0,8027.0,576.0,12.0,77.0,3.7,55242.0,76.8
265,8029,30953.0,8029.0,4429.0,14.6,585.0,3.9,46786.0,65.0
266,8031,716492.0,8031.0,82104.0,11.7,13146.0,3.2,68069.0,94.6
267,8033,2074.0,8033.0,265.0,12.8,34.0,2.8,47482.0,66.0
268,8035,342776.0,8035.0,8975.0,2.6,5472.0,2.9,120670.0,167.7
269,8037,54993.0,8037.0,3673.0,6.7,989.0,2.7,86896.0,120.8
270,8039,26282.0,8039.0,1312.0,5.0,425.0,2.8,98247.0,136.6
271,8041,713856.0,8041.0,68538.0,9.9,13268.0,3.9,67923.0,94.4
272,8043,48021.0,8043.0,6525.0,16.5,798.0,5.2,47885.0,66.6
273,8045,59770.0,8045.0,4946.0,8.4,1043.0,3.2,74421.0,103.4
274,8047,6121.0,8047.0,410.0,6.7,95.0,2.5,72949.0,101.4
275,8049,15525.0,8049.0,1219.0,7.9,266.0,2.7,69214.0,96.2
276,8051,17246.0,8051.0,1678.0,10.4,285.0,2.6,61268.0,85.2
277,8053,811.0,8053.0,69.0,8.6,12.0,2.6,62149.0,86.4
278,8055,6889.0,8055.0,1459.0,21.7,171.0,6.5,38242.0,53.2
279,8057,1399.0,8057.0,188.0,13.4,27.0,2.6,51457.0,71.5
280,8059,580233.0,8059.0,39799.0,7.0,10118.0,3.0,85550.0,118.9
281,8061,1383.0,8061.0,188.0,13.8,17.0,1.8,44704.0,62.1
282,8063,7163.0,8063.0,900.0,12.6,91.0,2.0,48342.0,67.2
283,8065,7824.0,8065.0,970.0,12.6,129.0,2.6,51802.0,72.0
284,8067,56310.0,8067.0,5005.0,9.2,971.0,3.0,66219.0,92.0
285,8069,350518.0,8069.0,36054.0,10.5,5695.0,2.8,71306.0,99.1
286,8071,14503.0,8071.0,2626.0,19.2,311.0,4.7,41485.0,57.7
287,8073,5610.0,8073.0,744.0,16.2,61.0,2.4,46690.0,64.9
288,8075,21528.0,8075.0,2674.0,14.5,329.0,2.9,53168.0,73.9
289,8077,153207.0,8077.0,21463.0,14.4,3111.0,4.1,51132.0,71.1
290,8079,776.0,8079.0,72.0,9.3,13.0,2.6,60210.0,83.7
291,8081,13188.0,8081.0,1614.0,12.3,277.0,3.7,59500.0,82.7
292,8083,26158.0,8083.0,4235.0,16.3,632.0,4.7,50180.0,69.7
293,8085,42214.0,8085.0,4854.0,11.6,805.0,3.7,52576.0,73.1
294,8087,28558.0,8087.0,3409.0,12.2,483.0,2.9,55387.0,77.0
295,8089,18432.0,8089.0,3722.0,20.8,430.0,5.0,40064.0,55.7
296,8091,4833.0,8091.0,361.0,7.5,84.0,3.5,68900.0,95.8
297,8093,18556.0,8093.0,1487.0,8.1,314.0,2.9,72121.0,100.2
298,8095,4286.0,8095.0,458.0,10.8,51.0,1.9,52367.0,72.8
299,8097,17950.0,8097.0,1222.0,6.8,437.0,3.8,89034.0,123.7
300,8099,12164.0,8099.0,2553.0,21.6,212.0,3.3,42455.0,59.0
301,8101,167529.0,8101.0,28127.0,17.2,3726.0,4.9,48308.0,67.1
302,8103,6336.0,8103.0,653.0,10.8,127.0,4.4,63411.0,88.1
303,8105,11250.0,8105.0,1604.0,14.5,273.0,4.8,44171.0,61.4
304,8107,25733.0,8107.0,1783.0,7.0,440.0,2.7,81033.0,112.6
305,8109,6843.0,8109.0,1679.0,24.6,169.0,4.6,36869.0,51.2
306,8111,762.0,8111.0,109.0,14.4,16.0,3.1,46878.0,65.2
307,8113,8191.0,8113.0,702.0,8.6,194.0,3.5,69458.0,96.5
308,8115,2303.0,8115.0,338.0,14.9,32.0,2.6,40009.0,55.6
309,8117,31007.0,8117.0,2056.0,6.7,496.0,2.2,80078.0,111.3
310,8119,25083.0,8119.0,1851.0,7.4,469.0,3.7,64850.0,90.1
311,8121,4909.0,8121.0,646.0,13.7,78.0,2.4,47869.0,66.5
312,8123,314305.0,8123.0,32314.0,10.5,4970.0,3.0,75629.0,105.1
313,8125,10020.0,8125.0,1191.0,12.1,125.0,2.0,53253.0,74.0
314,9000,3572665.0,9000.0,358519.0,10.3,78242.0,4.1,76366.0,100.0
315,9001,943823.0,9001.0,92971.0,10.0,19017.0,4.0,91183.0,119.4
316,9003,892697.0,9003.0,96957.0,11.2,20380.0,4.2,73037.0,95.6
317,9005,181111.0,9005.0,12441.0,6.9,4014.0,3.8,76304.0,99.9
318,9007,162682.0,9007.0,10556.0,6.7,3267.0,3.5,88709.0,116.2
319,9009,857620.0,9009.0,96563.0,11.6,20171.0,4.4,67720.0,88.7
320,9011,266784.0,9011.0,25063.0,9.8,5431.0,4.0,67790.0,88.8
321,9013,150921.0,9013.0,10835.0,8.0,3097.0,3.6,89584.0,117.3
322,9015,117027.0,9015.0,13135.0,11.7,2866.0,4.5,65182.0,85.4
323,10000,967171.0,10000.0,114691.0,12.2,18128.0,3.8,65467.0,100.0
324,10001,178550.0,10001.0,23966.0,13.8,3239.0,4.1,54980.0,84.0
325,10003,559335.0,10003.0,62976.0,11.6,10938.0,3.7,69562.0,106.3
326,10005,229286.0,10005.0,27750.0,12.3,3951.0,3.7,59821.0,91.4
327,11000,702455.0,11000.0,107806.0,16.1,22470.0,5.6,82533.0,100.0
328,11001,702455.0,11001.0,107806.0,16.1,22470.0,5.6,82533.0,100.0
329,12000,21299325.0,12000.0,2854438.0,13.7,365097.0,3.6,55433.0,100.0
330,12001,269956.0,12001.0,50922.0,19.8,4493.0,3.3,51026.0,92.0
331,12003,28355.0,12003.0,3944.0,15.4,402.0,3.4,52804.0,95.3
332,12005,185287.0,12005.0,24276.0,13.4,3548.0,4.0,51777.0,93.4
333,12007,27732.0,12007.0,4618.0,19.5,371.0,3.3,45075.0,81.3
334,12009,596849.0,12009.0,64854.0,11.0,9746.0,3.5,57612.0,103.9
335,12011,1951260.0,12011.0,244310.0,12.6,34919.0,3.4,57200.0,103.2
