,FIPS,POP_ESTIMATE_2018,FIPStxt,POVALL_2018,PCTPOVALL_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
784,18147,20327.0,18147.0,1839.0,9.2,360.0,3.3,56862.0,102.0
785,18149,22935.0,18149.0,2512.0,11.0,454.0,4.3,49972.0,89.7
786,18151,34586.0,18151.0,3638.0,11.0,542.0,2.7,58295.0,104.6
787,18153,20690.0,18153.0,2513.0,13.7,402.0,4.7,47554.0,85.3
788,18155,10717.0,18155.0,1873.0,17.7,198.0,3.9,47713.0,85.6
789,18157,193048.0,18157.0,32114.0,18.1,3081.0,3.2,52269.0,93.8
790,18159,15128.0,18159.0,1250.0,8.4,259.0,2.8,60896.0,109.3
791,18161,7037.0,18161.0,742.0,10.7,115.0,3.1,50300.0,90.3
792,18163,180974.0,18163.0,26349.0,15.1,3038.0,3.2,50500.0,90.6
793,18165,15479.0,18165.0,2306.0,15.2,395.0,5.5,49287.0,88.4
794,18167,107386.0,18167.0,18824.0,19.2,2153.0,4.4,48335.0,86.7
795,18169,31280.0,18169.0,3631.0,12.4,520.0,3.5,51487.0,92.4
796,18171,8263.0,18171.0,796.0,9.8,136.0,3.2,60596.0,108.7
797,18173,62567.0,18173.0,4373.0,7.1,972.0,2.9,75534.0,135.5
798,18175,27943.0,18175.0,3703.0,13.4,485.0,3.5,44534.0,79.9
799,18177,65936.0,18177.0,10094.0,16.0,1126.0,3.6,45130.0,81.0
800,18179,28206.0,18179.0,2344.0,8.5,405.0,2.8,60010.0,107.7
801,18181,24133.0,18181.0,2025.0,8.5,419.0,3.1,58380.0,104.8
802,18183,34074.0,18183.0,2377.0,7.1,504.0,2.9,67758.0,121.6
803,19000,3156145.0,19000.0,342574.0,11.2,42560.0,2.5,60071.0,100.0
804,19001,7063.0,19001.0,667.0,9.7,98.0,2.4,54282.0,90.4
805,19003,3645.0,19003.0,460.0,12.7,41.0,1.9,51577.0,85.9
806,19005,13832.0,19005.0,1581.0,11.7,226.0,3.1,53359.0,88.8
807,19007,12437.0,19007.0,1864.0,15.2,194.0,3.3,44298.0,73.7
808,19009,5506.0,19009.0,589.0,11.0,76.0,2.4,51210.0,85.2
809,19011,25642.0,19011.0,2000.0,7.9,361.0,2.7,62799.0,104.5
810,19013,132408.0,19013.0,20811.0,16.3,1909.0,2.8,52320.0,87.1
811,19015,26346.0,19015.0,2274.0,8.8,317.0,2.1,63099.0,105.0
812,19017,24947.0,19017.0,1547.0,6.6,281.0,2.0,74646.0,124.3
813,19019,21199.0,19019.0,2224.0,10.6,286.0,2.6,59724.0,99.4
814,19021,19874.0,19021.0,1932.0,10.2,241.0,2.1,52683.0,87.7
815,19023,14539.0,19023.0,1290.0,9.0,215.0,2.7,57971.0,96.5
816,19025,9699.0,19025.0,1023.0,11.3,108.0,2.5,54865.0,91.3
817,19027,20154.0,19027.0,1576.0,8.0,202.0,1.9,60531.0,100.8
818,19029,12930.0,19029.0,1594.0,12.6,190.0,2.7,50356.0,83.8
819,19031,18627.0,19031.0,1391.0,7.6,260.0,2.4,67597.0,112.5
820,19033,42647.0,19033.0,4316.0,10.4,607.0,2.6,51939.0,86.5
821,19035,11321.0,19035.0,1032.0,9.4,128.0,2.2,56312.0,93.7
822,19037,11964.0,19037.0,1019.0,8.6,173.0,2.7,64190.0,106.9
823,19039,9423.0,19039.0,1036.0,11.2,136.0,2.8,52541.0,87.5
824,19041,16134.0,19041.0,1531.0,9.7,273.0,3.2,56338.0,93.8
825,19043,17556.0,19043.0,1627.0,9.4,321.0,3.2,53968.0,89.8
826,19045,46518.0,19045.0,5727.0,12.5,728.0,3.2,51317.0,85.4
827,19047,17158.0,19047.0,2072.0,12.3,276.0,3.4,54828.0,91.3
828,19049,90180.0,19049.0,4687.0,5.2,818.0,1.7,87267.0,145.3
829,19051,9017.0,19051.0,1130.0,12.7,113.0,2.7,54830.0,91.3
830,19053,7890.0,19053.0,1458.0,20.3,97.0,2.2,41101.0,68.4
831,19055,17069.0,19055.0,1521.0,9.0,215.0,2.1,61342.0,102.1
832,19057,39138.0,19057.0,4887.0,12.7,634.0,3.3,51805.0,86.2
833,19059,17153.0,19059.0,1330.0,7.8,311.0,3.2,55603.0,92.6
834,19061,96854.0,19061.0,10555.0,11.3,1333.0,2.4,60367.0,100.5
835,19063,9253.0,19063.0,993.0,11.2,145.0,2.7,51497.0,85.7
836,19065,19660.0,19065.0,2203.0,11.7,313.0,3.0,50893.0,84.7
837,19067,15761.0,19067.0,1762.0,11.4,237.0,2.7,53811.0,89.6
838,19069,10124.0,19069.0,984.0,9.9,123.0,2.1,59367.0,98.8
839,19071,6993.0,19071.0,686.0,10.0,69.0,1.9,54658.0,91.0
840,19073,8981.0,19073.0,1073.0,12.1,122.0,2.3,51861.0,86.3
841,19075,12304.0,19075.0,819.0,6.8,162.0,2.5,65060.0,108.3
842,19077,10720.0,19077.0,1198.0,11.4,144.0,2.6,60306.0,100.4
843,19079,14952.0,19079.0,1230.0,8.4,187.0,2.7,56738.0,94.5
844,19081,10712.0,19081.0,902.0,8.5,138.0,2.3,60859.0,101.3
845,19083,16868.0,19083.0,1594.0,9.9,235.0,2.8,55303.0,92.1
846,19085,14134.0,19085.0,1347.0,9.7,161.0,2.2,60044.0,100.0
847,19087,20067.0,19087.0,2020.0,11.0,237.0,2.5,55856.0,93.0
848,19089,9187.0,19089.0,921.0,10.2,131.0,2.5,53500.0,89.1
849,19091,9547.0,19091.0,911.0,9.7,130.0,2.5,60166.0,100.2
850,19093,6841.0,19093.0,693.0,10.3,80.0,2.0,60312.0,100.4
851,19095,16141.0,19095.0,1177.0,7.4,215.0,2.1,64188.0,106.9
852,19097,19432.0,19097.0,2123.0,11.1,301.0,2.8,54663.0,91.0
853,19099,37147.0,19099.0,3633.0,10.2,506.0,2.6,60378.0,100.5
854,19101,18381.0,19101.0,2740.0,16.3,219.0,2.4,46715.0,77.8
855,19103,151260.0,19103.0,22536.0,15.8,1635.0,1.9,64387.0,107.2
856,19105,20744.0,19105.0,2223.0,11.4,312.0,3.0,55405.0,92.2
857,19107,10225.0,19107.0,1258.0,12.5,147.0,2.9,52122.0,86.8
858,19109,14908.0,19109.0,1477.0,10.1,172.0,2.0,55486.0,92.4
859,19111,34055.0,19111.0,4758.0,14.6,638.0,4.0,48241.0,80.3
860,19113,225909.0,19113.0,20652.0,9.4,3313.0,2.8,64878.0,108.0
861,19115,11169.0,19115.0,1183.0,10.7,159.0,2.6,49585.0,82.5
862,19117,8645.0,19117.0,1290.0,15.1,89.0,2.0,49956.0,83.2
863,19119,11811.0,19119.0,806.0,6.9,107.0,1.5,69048.0,114.9
864,19121,16249.0,19121.0,1127.0,7.0,265.0,3.2,74794.0,124.5
865,19123,22000.0,19123.0,2639.0,12.4,289.0,2.5,56492.0,94.0
866,19125,33407.0,19125.0,2938.0,9.2,363.0,2.0,63491.0,105.7
867,19127,39981.0,19127.0,4340.0,11.3,798.0,4.4,59552.0,99.1
868,19129,15063.0,19129.0,1257.0,8.6,151.0,2.1,64271.0,107.0
869,19131,10569.0,19131.0,955.0,9.2,107.0,1.9,59558.0,99.1
870,19133,8679.0,19133.0,1171.0,13.9,123.0,2.8,50530.0,84.1
871,19135,7790.0,19135.0,885.0,11.6,114.0,2.9,56541.0,94.1
872,19137,10003.0,19137.0,1360.0,13.9,120.0,2.4,49966.0,83.2
873,19139,42929.0,19139.0,4973.0,11.8,575.0,2.6,58465.0,97.3
874,19141,13840.0,19141.0,1231.0,9.1,161.0,2.0,53147.0,88.5
875,19143,6040.0,19143.0,559.0,9.4,68.0,1.9,60627.0,100.9
876,19145,15249.0,19145.0,1858.0,13.5,160.0,2.5,54313.0,90.4
877,19147,8929.0,19147.0,834.0,9.7,107.0,2.2,55322.0,92.1
878,19149,25095.0,19149.0,1999.0,8.1,279.0,1.9,66360.0,110.5
879,19151,6740.0,19151.0,731.0,11.1,79.0,1.8,55865.0,93.0
880,19153,487204.0,19153.0,47499.0,9.9,6706.0,2.5,68479.0,114.0
881,19155,93533.0,19155.0,10760.0,11.8,1115.0,2.3,56337.0,93.8
882,19157,18699.0,19157.0,1795.0,10.6,242.0,2.3,56170.0,93.5
883,19159,4968.0,19159.0,684.0,14.3,70.0,2.8,48754.0,81.2
884,19161,9719.0,19161.0,1063.0,11.2,125.0,2.4,56698.0,94.4
885,19163,173283.0,19163.0,21030.0,12.4,2567.0,3.0,59865.0,99.7
886,19165,11578.0,19165.0,893.0,7.9,132.0,2.0,58862.0,98.0
887,19167,34909.0,19167.0,2069.0,6.3,364.0,1.8,70162.0,116.8
888,19169,98105.0,19169.0,16410.0,18.9,916.0,1.6,57464.0,95.7
889,19171,16904.0,19171.0,1896.0,11.4,281.0,3.0,56954.0,94.8
890,19173,6191.0,19173.0,782.0,12.8,64.0,2.0,47781.0,79.5
891,19175,12359.0,19175.0,1601.0,13.4,226.0,3.5,49887.0,83.0
892,19177,7020.0,19177.0,917.0,13.1,99.0,2.7,47905.0,79.7
893,19179,35205.0,19179.0,5032.0,14.7,602.0,3.4,48226.0,80.3
894,19181,51056.0,19181.0,3502.0,7.1,630.0,2.3,78192.0,130.2
895,19183,22141.0,19183.0,1905.0,8.8,283.0,2.3,65849.0,109.6
896,19185,6401.0,19185.0,817.0,13.0,76.0,2.7,46725.0,77.8
897,19187,36277.0,19187.0,4586.0,13.7,622.0,3.3,52093.0,86.7
898,19189,10518.0,19189.0,912.0,9.1,129.0,2.6,54433.0,90.6
899,19191,20029.0,19191.0,1755.0,9.8,315.0,2.7,61807.0,102.9
900,19193,102539.0,19193.0,13835.0,13.8,1372.0,2.5,60059.0,100.0
901,19195,7453.0,19195.0,717.0,9.8,113.0,2.7,58587.0,97.5
902,19197,12690.0,19197.0,1321.0,10.6,167.0,2.6,54802.0,91.2
903,20000,2911505.0,20000.0,336892.0,11.9,49833.0,3.4,58150.0,100.0
904,20001,12444.0,20001.0,2269.0,18.9,254.0,4.0,44423.0,76.4
905,20003,7878.0,20003.0,1015.0,13.1,144.0,3.5,50646.0,87.1
906,20005,16193.0,20005.0,2326.0,15.5,323.0,4.6,49332.0,84.8
907,20007,4472.0,20007.0,564.0,12.8,62.0,2.6,47634.0,81.9
908,20009,26111.0,20009.0,3673.0,14.5,443.0,3.3,49991.0,86.0
909,20011,14653.0,20011.0,2261.0,16.0,298.0,4.2,41807.0,71.9
910,20013,9598.0,20013.0,1264.0,13.3,163.0,3.0,47529.0,81.7
911,20015,66765.0,20015.0,6184.0,9.6,1105.0,3.5,65953.0,113.4
912,20017,2629.0,20017.0,254.0,10.3,39.0,2.6,50981.0,87.7
913,20019,3309.0,20019.0,553.0,17.2,57.0,4.0,41129.0,70.7
914,20021,20015.0,20021.0,3246.0,16.5,377.0,3.8,44475.0,76.5
915,20023,2660.0,20023.0,322.0,12.4,31.0,2.4,43274.0,74.4
916,20025,2005.0,20025.0,254.0,13.1,26.0,2.4,51235.0,88.1
917,20027,7997.0,20027.0,839.0,10.7,122.0,3.2,52681.0,90.6
918,20029,8729.0,20029.0,1320.0,16.0,133.0,3.5,44467.0,76.5
919,20031,8233.0,20031.0,868.0,10.7,194.0,4.8,58371.0,100.4
920,20033,1748.0,20033.0,186.0,11.2,22.0,2.5,46818.0,80.5
921,20035,35218.0,20035.0,5109.0,15.4,574.0,3.4,47864.0,82.3
922,20037,39019.0,20037.0,6547.0,17.7,750.0,4.0,43852.0,75.4
923,20039,2871.0,20039.0,378.0,13.6,38.0,3.0,44774.0,77.0
924,20041,18717.0,20041.0,2006.0,10.9,321.0,3.5,50605.0,87.0
925,20043,7682.0,20043.0,955.0,13.3,148.0,3.5,50949.0,87.6
926,20045,121436.0,20045.0,19181.0,17.0,1995.0,3.1,57120.0,98.2
927,20047,2849.0,20047.0,317.0,11.3,37.0,2.4,46962.0,80.8
928,20049,2508.0,20049.0,434.0,17.7,39.0,3.3,37360.0,64.2
929,20051,28710.0,20051.0,3303.0,12.0,402.0,2.4,53840.0,92.6
930,20053,6196.0,20053.0,622.0,11.9,76.0,2.8,50261.0,86.4
931,20055,36611.0,20055.0,4740.0,13.2,514.0,2.5,56206.0,96.7
932,20057,33888.0,20057.0,3818.0,11.6,443.0,2.6,56052.0,96.4
933,20059,25631.0,20059.0,2337.0,9.3,503.0,3.6,58033.0,99.8
934,20061,32594.0,20061.0,3263.0,10.3,551.0,4.8,50856.0,87.5
935,20063,2612.0,20063.0,291.0,11.4,31.0,2.2,49626.0,85.3
936,20065,2492.0,20065.0,307.0,12.5,36.0,3.2,41906.0,72.1
937,20067,7336.0,20067.0,788.0,10.9,95.0,2.8,61614.0,106.0
938,20069,6033.0,20069.0,447.0,7.5,68.0,2.0,65771.0,113.1
939,20071,1227.0,20071.0,135.0,11.3,17.0,2.0,51606.0,88.7
940,20073,6055.0,20073.0,861.0,14.5,116.0,3.6,43083.0,74.1
941,20075,2607.0,20075.0,365.0,14.1,32.0,2.0,51559.0,88.7
942,20077,5506.0,20077.0,766.0,14.3,79.0,2.9,45570.0,78.4
943,20079,34210.0,20079.0,3411.0,10.4,545.0,3.2,57934.0,99.6
944,20081,3997.0,20081.0,413.0,10.5,48.0,2.2,60808.0,104.6
945,20083,1818.0,20083.0,210.0,11.7,25.0,2.5,54058.0,93.0
946,20085,13280.0,20085.0,1375.0,10.5,216.0,3.0,56330.0,96.9
947,20087,18975.0,20087.0,1411.0,7.6,331.0,3.3,69246.0,119.1
948,20089,2841.0,20089.0,420.0,15.0,36.0,2.8,44271.0,76.1
949,20091,597555.0,20091.0,32334.0,5.5,9723.0,2.9,87087.0,149.8
950,20093,3943.0,20093.0,478.0,12.4,49.0,2.4,63248.0,108.8
951,20095,7310.0,20095.0,786.0,11.1,110.0,3.2,56005.0,96.3
952,20097,2516.0,20097.0,286.0,12.1,31.0,2.4,64399.0,110.7
953,20099,19964.0,20099.0,3129.0,16.0,410.0,4.0,44571.0,76.6
954,20101,1560.0,20101.0,159.0,10.3,22.0,2.8,59240.0,101.9
955,20103,81352.0,20103.0,7925.0,10.6,1330.0,3.6,70807.0,121.8
956,20105,3023.0,20105.0,375.0,12.7,42.0,2.5,44439.0,76.4
957,20107,9750.0,20107.0,1244.0,12.9,261.0,5.9,47153.0,81.1
958,20109,2844.0,20109.0,253.0,9.1,36.0,2.2,50267.0,86.4
959,20111,33406.0,20111.0,5142.0,16.1,587.0,3.5,47982.0,82.5
960,20113,28537.0,20113.0,2881.0,10.5,419.0,2.6,58017.0,99.8
961,20115,11950.0,20115.0,1075.0,9.6,188.0,3.1,51712.0,88.9
962,20117,9722.0,20117.0,1068.0,11.2,143.0,2.6,51066.0,87.8
963,20119,4146.0,20119.0,376.0,9.4,48.0,2.1,67220.0,115.6
964,20121,33680.0,20121.0,2603.0,7.9,629.0,3.6,71770.0,123.4
965,20123,6150.0,20123.0,669.0,11.4,78.0,2.3,51514.0,88.6
966,20125,32120.0,20125.0,5998.0,19.5,640.0,4.3,42479.0,73.1
967,20127,5521.0,20127.0,620.0,11.4,83.0,2.8,49287.0,84.8
968,20129,2667.0,20129.0,286.0,11.1,38.0,3.3,53785.0,92.5
969,20131,10155.0,20131.0,898.0,9.1,126.0,2.3,59567.0,102.4
970,20133,15951.0,20133.0,2271.0,14.8,294.0,4.9,46176.0,79.4
971,20135,2840.0,20135.0,291.0,10.5,37.0,2.8,51757.0,89.0
972,20137,5430.0,20137.0,670.0,14.6,59.0,2.1,47252.0,81.3
973,20139,15941.0,20139.0,1953.0,12.5,304.0,3.8,53864.0,92.6
974,20141,3475.0,20141.0,434.0,12.9,53.0,2.6,46101.0,79.3
975,20143,5802.0,20143.0,577.0,10.2,87.0,2.9,56451.0,97.1
976,20145,6562.0,20145.0,787.0,14.2,93.0,3.2,47039.0,80.9
977,20147,5317.0,20147.0,646.0,12.4,71.0,2.5,47405.0,81.5
978,20149,24277.0,20149.0,1907.0,8.0,343.0,2.8,69975.0,120.3
979,20151,9378.0,20151.0,1074.0,12.0,137.0,2.8,52567.0,90.4
980,20153,2508.0,20153.0,316.0,12.9,31.0,2.1,46638.0,80.2
981,20155,62342.0,20155.0,7266.0,12.3,1075.0,3.6,49341.0,84.9
982,20157,4664.0,20157.0,502.0,11.0,66.0,2.7,48566.0,83.5
983,20159,9531.0,20159.0,1221.0,13.8,155.0,2.9,51686.0,88.9
984,20161,73703.0,20161.0,13273.0,20.7,1022.0,2.9,47057.0,80.9
985,20163,5013.0,20163.0,550.0,11.2,81.0,3.2,47365.0,81.5
986,20165,3093.0,20165.0,417.0,13.8,45.0,2.7,44121.0,75.9
987,20167,6907.0,20167.0,932.0,13.7,100.0,3.0,45879.0,78.9
988,20169,54401.0,20169.0,5812.0,11.0,924.0,3.1,53961.0,92.8
989,20171,4897.0,20171.0,373.0,7.8,57.0,2.0,63790.0,109.7
990,20173,513607.0,20173.0,67722.0,13.4,9356.0,3.8,56381.0,97.0
991,20175,21780.0,20175.0,3216.0,15.1,315.0,3.3,50671.0,87.1
992,20177,177499.0,20177.0,24062.0,13.9,3184.0,3.5,53612.0,92.2
993,20179,2533.0,20179.0,297.0,11.9,32.0,2.3,50553.0,86.9
994,20181,5899.0,20181.0,790.0,13.7,82.0,2.8,45966.0,79.0
995,20183,3603.0,20183.0,431.0,12.2,49.0,2.5,41899.0,72.1
996,20185,4178.0,20185.0,549.0,13.4,53.0,2.7,47835.0,82.3
997,20187,1987.0,20187.0,223.0,11.5,26.0,2.6,60136.0,103.4
998,20189,5559.0,20189.0,588.0,10.7,75.0,2.8,58817.0,101.1
999,20191,22996.0,20191.0,3016.0,13.4,381.0,3.5,56946.0,97.9
1000,20193,7711.0,20193.0,727.0,9.9,110.0,2.6,55345.0,95.2
1001,20195,2793.0,20195.0,316.0,11.6,44.0,3.2,48520.0,83.4
1002,20197,6899.0,20197.0,548.0,8.1,115.0,3.2,59744.0,102.7
1003,20199,1503.0,20199.0,194.0,13.1,21.0,2.6,51350.0,88.3
1004,20201,5420.0,20201.0,655.0,12.4,80.0,2.7,48104.0,82.7
1005,20203,2105.0,20203.0,247.0,11.9,28.0,2.2,59800.0,102.8
1006,20205,8665.0,20205.0,1307.0,15.4,176.0,4.4,45697.0,78.6
1007,20207,3183.0,20207.0,502.0,16.1,69.0,4.3,43894.0,75.5
1008,20209,165324.0,20209.0,30035.0,18.4,3753.0,4.8,47084.0,81.0
1009,21000,4468402.0,21000.0,723053.0,16.7,89310.0,4.3,50189.0,100.0
1010,21001,19215.0,21001.0,4269.0,23.8,367.0,5.1,37392.0,74.5
1011,21003,21122.0,21003.0,3601.0,17.3,336.0,3.7,44624.0,88.9
1012,21005,22663.0,21005.0,2239.0,10.0,431.0,3.6,60908.0,121.4
1013,21007,7979.0,21007.0,1197.0,15.3,248.0,6.9,47658.0,95.0
1014,21009,44176.0,21009.0,8284.0,19.2,848.0,4.4,42439.0,84.6
1015,21011,12383.0,21011.0,2495.0,20.4,313.0,6.7,44183.0,88.0
1016,21013,26569.0,21013.0,7998.0,31.3,540.0,6.3,29362.0,58.5
1017,21015,131533.0,21015.0,8371.0,6.4,2379.0,3.4,77696.0,154.8
1018,21017,20184.0,21017.0,3274.0,16.5,387.0,4.0,48614.0,96.9
1019,21019,47240.0,21019.0,8229.0,18.3,1071.0,5.9,48020.0,95.7
1020,21021,30100.0,21021.0,3962.0,14.8,559.0,4.4,47528.0,94.7
1021,21023,8239.0,21023.0,918.0,11.3,187.0,4.9,56432.0,112.4
1022,21025,12726.0,21025.0,4040.0,32.5,266.0,7.3,31182.0,62.1
1023,21027,20388.0,21027.0,3761.0,18.8,429.0,5.4,47284.0,94.2
1024,21029,81069.0,21029.0,7596.0,9.5,1726.0,4.1,61022.0,121.6
1025,21031,12772.0,21031.0,2213.0,17.7,253.0,4.9,43048.0,85.8
1026,21033,12715.0,21033.0,2254.0,18.0,256.0,4.7,43659.0,87.0
1027,21035,39135.0,21035.0,7605.0,21.3,737.0,3.9,41873.0,83.4
1028,21037,93152.0,21037.0,11741.0,13.1,1665.0,3.3,60904.0,121.3
1029,21039,4771.0,21039.0,808.0,17.2,113.0,4.9,41249.0,82.2
1030,21041,10737.0,21041.0,1620.0,15.6,217.0,4.1,47623.0,94.9
1031,21043,27004.0,21043.0,8154.0,31.1,912.0,9.2,32906.0,65.6
1032,21045,15888.0,21045.0,4001.0,26.0,314.0,4.7,34358.0,68.5
1033,21047,71671.0,21047.0,11906.0,18.2,1304.0,5.2,40299.0,80.3
1034,21049,36249.0,21049.0,5712.0,16.0,709.0,4.1,50162.0,99.9
1035,21051,20105.0,21051.0,7015.0,38.2,369.0,7.1,28146.0,56.1
1036,21053,10206.0,21053.0,2580.0,25.7,212.0,5.5,31118.0,62.0
1037,21055,8915.0,21055.0,1540.0,17.8,202.0,5.2,43624.0,86.9
1038,21057,6659.0,21057.0,1522.0,23.3,140.0,4.5,33541.0,66.8
1039,21059,101104.0,21059.0,15026.0,15.3,1897.0,4.0,51441.0,102.5
1040,21061,12274.0,21061.0,2110.0,17.4,258.0,5.3,43151.0,86.0
1041,21063,7508.0,21063.0,1621.0,25.2,192.0,9.3,35446.0,70.6
1042,21065,14198.0,21065.0,3541.0,25.3,292.0,5.5,35701.0,71.1
1043,21067,323780.0,21067.0,45485.0,14.6,5801.0,3.3,55358.0,110.3
1044,21069,14432.0,21069.0,2669.0,18.6,334.0,5.4,42571.0,84.8
1045,21071,35845.0,21071.0,12084.0,34.2,720.0,6.6,33218.0,66.2
1046,21073,50815.0,21073.0,6352.0,12.9,936.0,3.7,53134.0,105.9
1047,21075,6120.0,21075.0,1705.0,30.2,118.0,5.8,32355.0,64.5
1048,21077,8832.0,21077.0,1319.0,15.1,166.0,4.1,49060.0,97.8
1049,21079,17560.0,21079.0,2797.0,16.1,341.0,4.4,51203.0,102.0
1050,21081,25121.0,21081.0,3404.0,13.9,506.0,4.3,53965.0,107.5
1051,21083,37317.0,21083.0,6204.0,16.9,777.0,5.0,46785.0,93.2
1052,21085,26321.0,21085.0,5431.0,21.4,540.0,4.9,40780.0,81.3
1053,21087,11049.0,21087.0,1961.0,18.0,218.0,4.3,36782.0,73.3
1054,21089,35268.0,21089.0,5747.0,16.6,895.0,6.6,49457.0,98.5
1055,21091,8758.0,21091.0,1038.0,12.0,170.0,4.2,56769.0,113.1
1056,21093,110356.0,21093.0,14254.0,13.4,1991.0,4.1,52278.0,104.2
1057,21095,26409.0,21095.0,8638.0,33.4,487.0,7.4,29521.0,58.8
1058,21097,18778.0,21097.0,2865.0,15.5,360.0,4.1,51709.0,103.0
1059,21099,18906.0,21099.0,4120.0,22.2,322.0,4.0,37038.0,73.8
1060,21101,45591.0,21101.0,7235.0,16.3,851.0,3.8,51161.0,101.9
1061,21103,16106.0,21103.0,2273.0,14.3,318.0,3.9,53405.0,106.4
1062,21105,4421.0,21105.0,743.0,17.7,104.0,5.7,44290.0,88.2
1063,21107,45068.0,21107.0,7908.0,18.1,852.0,4.4,45512.0,90.7
1064,21109,13442.0,21109.0,3506.0,26.5,288.0,7.0,35317.0,70.4
1065,21111,770517.0,21111.0,115810.0,15.4,16269.0,4.1,55860.0,111.3
1066,21113,53920.0,21113.0,6562.0,12.6,960.0,3.6,59443.0,118.4
1067,21115,22386.0,21115.0,5455.0,25.0,465.0,6.9,39381.0,78.5
1068,21117,166051.0,21117.0,16923.0,10.4,3025.0,3.4,64644.0,128.8
1069,21119,15126.0,21119.0,4612.0,32.1,304.0,6.9,32228.0,64.2
1070,21121,31304.0,21121.0,9719.0,31.9,632.0,6.2,30742.0,61.3
1071,21123,14307.0,21123.0,2133.0,15.3,267.0,4.4,45458.0,90.6
1072,21125,60669.0,21125.0,12290.0,20.6,1268.0,5.1,41425.0,82.5
1073,21127,15571.0,21127.0,3920.0,25.5,368.0,7.2,36667.0,73.1
1074,21129,7033.0,21129.0,2163.0,34.4,129.0,6.3,29124.0,58.0
1075,21131,10143.0,21131.0,3042.0,30.8,188.0,7.1,31921.0,63.6
1076,21133,21899.0,21133.0,6717.0,31.1,412.0,6.5,32321.0,64.4
1077,21135,13257.0,21135.0,3292.0,25.2,396.0,8.4,35751.0,71.2
1078,21137,24644.0,21137.0,4995.0,20.6,471.0,5.0,42190.0,84.1
1079,21139,9242.0,21139.0,1268.0,13.9,251.0,6.8,48182.0,96.0
1080,21141,26989.0,21141.0,4781.0,18.0,483.0,3.9,46742.0,93.1
1081,21143,8009.0,21143.0,1012.0,14.5,156.0,5.1,48395.0,96.4
1082,21145,65346.0,21145.0,9423.0,14.7,1642.0,5.6,48950.0,97.5
1083,21147,17408.0,21147.0,5274.0,33.7,294.0,6.3,30029.0,59.8
1084,21149,9252.0,21149.0,1263.0,13.9,211.0,4.9,48080.0,95.8
1085,21151,92368.0,21151.0,14065.0,16.5,1809.0,3.9,51897.0,103.4
1086,21153,12362.0,21153.0,3463.0,28.4,378.0,13.2,30950.0,61.7
1087,21155,19404.0,21155.0,3229.0,17.1,364.0,3.8,45661.0,91.0
1088,21157,31191.0,21157.0,3715.0,12.1,798.0,5.3,52388.0,104.4
1089,21159,11323.0,21159.0,3875.0,39.1,181.0,6.5,28925.0,57.6
1090,21161,17150.0,21161.0,3057.0,18.2,400.0,5.5,41807.0,83.3
1091,21163,28715.0,21163.0,3245.0,11.4,572.0,4.6,57613.0,114.8
1092,21165,6451.0,21165.0,1669.0,26.4,178.0,7.6,34002.0,67.7
1093,21167,21774.0,21167.0,2759.0,12.8,440.0,4.5,53921.0,107.4
1094,21169,10030.0,21169.0,2298.0,23.3,173.0,4.1,35906.0,71.5
1095,21171,10718.0,21171.0,2415.0,23.0,196.0,4.1,35596.0,70.9
1096,21173,28203.0,21173.0,4232.0,15.3,696.0,6.0,46629.0,92.9
1097,21175,13345.0,21175.0,3102.0,27.3,283.0,6.3,35848.0,71.4
1098,21177,30774.0,21177.0,5054.0,17.4,714.0,6.7,43722.0,87.1
1099,21179,45851.0,21179.0,5530.0,12.2,985.0,4.3,55602.0,110.8
1100,21181,7166.0,21181.0,1093.0,15.5,150.0,4.6,41428.0,82.5
1101,21183,24087.0,21183.0,4054.0,17.2,566.0,5.7,44751.0,89.2
1102,21185,66470.0,21185.0,3463.0,5.6,1094.0,3.3,102136.0,203.5
1103,21187,10880.0,21187.0,1707.0,15.8,255.0,4.9,48998.0,97.6
1104,21189,4472.0,21189.0,1706.0,39.2,83.0,7.1,26278.0,52.4
1105,21191,14529.0,21191.0,2222.0,15.5,289.0,4.1,54583.0,108.8
1106,21193,26092.0,21193.0,7355.0,28.9,522.0,6.3,33108.0,66.0
1107,21195,58402.0,21195.0,13499.0,23.8,1182.0,5.9,37124.0,74.0
1108,21197,12442.0,21197.0,2666.0,22.0,299.0,6.0,37776.0,75.3
1109,21199,64623.0,21199.0,12392.0,19.5,1305.0,5.1,41541.0,82.8
1110,21201,2135.0,21201.0,396.0,19.1,40.0,4.9,45146.0,90.0
1111,21203,16750.0,21203.0,3732.0,22.8,330.0,4.9,37732.0,75.2
1112,21205,24583.0,21205.0,4882.0,22.7,553.0,5.2,41196.0,82.1
1113,21207,17821.0,21207.0,3792.0,21.6,364.0,5.8,34648.0,69.0
1114,21209,56031.0,21209.0,4557.0,8.3,946.0,3.3,73500.0,146.4
1115,21211,48518.0,21211.0,4714.0,10.0,868.0,3.5,66056.0,131.6
1116,21213,18529.0,21213.0,2271.0,12.5,343.0,3.9,51769.0,103.1
1117,21215,18794.0,21215.0,1363.0,7.3,367.0,3.6,85899.0,171.2
1118,21217,25549.0,21217.0,4635.0,19.2,535.0,4.3,45429.0,90.5
1119,21219,12311.0,21219.0,2055.0,17.1,212.0,4.0,51027.0,101.7
1120,21221,14643.0,21221.0,1901.0,13.1,284.0,4.7,49767.0,99.2
