,FIPS,Admin2,Province_State,Country_Region,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20
0,36005,Bronx,New York,US,23426,24587,25638,27014,28016,28875,29505,30142,31130,31911,32862,33950,34711,35398,35860,36382,36969,37551,38099,38599,38973,39239,39587,39878,40148,40454,40689,41628,41746,41953,42222,42656,42966,43252,43397,43508,43652,43713,43918,44068,44256,44395,44500,44646,44843,45021,45210,45360,45428,45480,45600,45730,45818,45926,46026,46103,46169,46271,46358,46452,46535,46600,46671,46734,46827,46879,46930,47001,47087,47132,47194,47274,47342,47421,47485,47538,47538,47640,47691,47774,47851,47915,47975,48012,48070,48105,48174,48246,48318,48375,48437,48482,48549,48626,48691,48756,48800,48888,49038,49060,49132,49166,49309,49327,49369,49455,49514,49566,49614,49659,49707,49741,49875,49980,50044,50139,50178,50259,50302,50341,50424,50531,50626,50689,50778,50838,50882,50947,51011,51061,51105,51181,51224,51275,51309,51346,51428,51471,51521,51586,51649,51695,51756,51785,51838,51838,51881,51925,51952,52032,52075,52133,52133,52199,52274,52319,52355,52404,52573,52598,52657,52710,52740,52790,52847,52916,52961,53002,53039,53125,53201,53263,53315,53376,53432,53495,53569,53615,53681,53764,53841,53892,53956,54013,54067,54174,54230,54329,54406,54470,54548,54635,54699,54831,54908,54976,55089,55197,55263,55408,55501,55621,55682,55809,55915,56032,56212,56384,56521
1,36047,Kings,New York,US,28183,29250,31279,32499,33729,34476,35203,35775,36699,37564,38727,39912,40593,41327,41744,42380,42996,43621,44303,44867,45341,45637,46139,46579,46977,47402,47836,49865,50079,50346,50674,51131,51509,51931,52145,52347,52551,52712,53137,53373,53629,53806,54000,54249,54544,54817,55091,55306,55421,55519,55733,55889,56057,56262,56390,56530,56633,56763,56862,56993,57146,57246,57382,57487,57624,57702,57847,57934,58085,58144,58233,58303,58389,58485,58588,58702,58702,58902,59037,59147,59257,59356,59444,59494,59575,59636,59764,59851,59946,60045,60120,60204,60308,60439,60537,60643,60727,60775,60892,60914,61009,61043,61166,61197,61250,61369,61450,61552,61631,61740,61800,61855,61906,61991,62072,62206,62271,62365,62447,62517,62623,62754,62846,62973,63075,63127,63171,63242,63361,63403,63457,63530,63575,63626,63684,63757,63838,63908,63974,64024,64122,64201,64330,64410,64526,64526,64592,64637,64700,64840,64900,64992,64992,65109,65207,65290,65381,65517,65782,65848,65951,66041,66130,66302,66475,66652,66822,66993,67165,67335,67530,67778,68084,68320,68513,68758,69018,69206,69504,69722,69915,70043,70194,70390,70569,70780,71005,71191,71340,71479,71757,71902,72061,72311,72426,72554,72713,72915,73016,73409,73597,73772,73892,74106,74323,74627,74962,75334,75509
2,36061,New York,New York,US,13740,14188,15539,15952,16404,16754,16987,17200,17495,17803,18252,18701,19046,19499,19672,19837,20121,20363,20693,20892,21125,21287,21470,21662,21862,22042,22185,22646,22771,22889,23056,23274,23428,23620,23711,23790,23881,23943,24101,24241,24338,24448,24508,24619,24739,24842,24976,25056,25092,25131,25237,25317,25379,25450,25497,25553,25588,25655,25725,25793,25870,25895,25983,26018,26068,26109,26161,26210,26300,26352,26417,26469,26533,26595,26661,26707,26707,26763,26809,26866,26945,27003,27049,27111,27175,27191,27266,27330,27394,27458,27524,27574,27641,27710,27782,27848,27895,27960,28046,28067,28158,28188,28284,28287,28325,28399,28444,28504,28577,28638,28668,28710,28742,28799,28863,28931,28977,29034,29085,29140,29202,29276,29326,29372,29440,29481,29517,29549,29623,29680,29721,29766,29802,29812,29851,29890,29936,29973,30022,30054,30111,30153,30192,30229,30280,30280,30316,30339,30365,30447,30487,30518,30518,30595,30636,30691,30739,30795,30764,30791,30835,30872,30900,30943,30998,31045,31075,31119,31166,31232,31289,31352,31438,31511,31572,31631,31696,31732,31810,31908,31944,31993,32074,32151,32202,32281,32339,32417,32501,32567,32679,32747,32838,33083,33128,33192,33267,33390,33433,33609,33714,33818,33879,34006,34104,34219,34376,34606,34702
3,36081,Queens,New York,US,33616,34831,36220,37447,38733,39856,40714,41520,42637,43824,45313,46786,47511,48382,48847,49559,50304,51028,51709,52305,52845,53243,53692,54121,54558,54959,55380,56719,56899,57178,57459,57865,58170,58574,58756,58921,59174,59330,59615,59764,59963,60153,60293,60475,60726,60917,61131,61306,61372,61467,61683,61798,61949,62126,62223,62367,62466,62589,62710,62838,62986,63064,63176,63284,63443,63544,63638,63720,63912,63992,64099,64179,64281,64402,64475,64586,64586,64708,64797,64896,65027,65130,65212,65263,65347,65428,65517,65581,65659,65745,65803,65871,65976,66073,66150,66236,66307,66401,66557,66588,66673,66700,66847,66877,66932,67049,67152,67224,67294,67377,67421,67470,67556,67637,67699,67785,67867,67940,67996,68059,68151,68246,68319,68394,68490,68547,68596,68678,68746,68820,68888,68960,69017,69064,69105,69175,69254,69320,69370,69435,69491,69558,69628,69685,69753,69753,69816,69895,69953,70083,70139,70217,70217,70345,70436,70495,70564,70634,70832,70893,70980,71063,71104,71196,71280,71363,71437,71537,71638,71760,71873,72029,72159,72285,72391,72477,72633,72757,72925,73118,73234,73332,73423,73575,73694,73821,73970,74075,74233,74326,74519,74630,74769,75048,75128,75193,75349,75451,75520,75814,75995,76133,76276,76475,76591,76775,77035,77321,77519
4,36085,Richmond,New York,US,8236,8504,8822,9166,9414,9755,9986,10166,10405,10582,10917,11159,11275,11424,11520,11635,11752,11861,11999,12101,12169,12235,12311,12380,12452,12535,12586,12714,12733,12749,12791,12832,12867,12937,12969,12988,13017,13043,13080,13121,13165,13195,13221,13260,13302,13340,13384,13417,13414,13426,13451,13481,13517,13558,13573,13590,13610,13626,13644,13662,13675,13691,13726,13739,13748,13752,13768,13783,13814,13827,13835,13845,13861,13889,13904,13920,13920,13943,13961,13974,14010,14035,14050,14059,14076,14083,14104,14129,14153,14173,14187,14207,14231,14253,14273,14283,14301,14325,14368,14370,14387,14414,14436,14442,14471,14499,14523,14550,14568,14579,14596,14608,14623,14641,14657,14677,14685,14701,14715,14724,14745,14767,14788,14801,14835,14840,14848,14859,14879,14893,14904,14922,14930,14942,14953,14970,14991,15007,15020,15033,15052,15066,15091,15109,15125,15125,15147,15168,15190,15236,15253,15285,15285,15317,15347,15358,15389,15403,15436,15446,15473,15493,15512,15534,15553,15579,15603,15614,15652,15694,15718,15768,15802,15837,15861,15881,15913,15940,15982,16067,16118,16144,16173,16193,16227,16257,16315,16333,16388,16416,16473,16496,16525,16586,16612,16654,16718,16745,16778,16888,16962,17010,17072,17136,17191,17268,17424,17515,17555
